2  3,1,1,1,21,-8.850877,-1.191518,0.009439
2  3,2,1,2,156,-4.507282,0.000238,0.212761
2  3,3,1,3,53,-1.568449,0.000052,0.474003
2  3,4,1,4,100,-6.764968,-0.009612,0.335688
2  3,5,1,5,63,-8.430645,1.602481,0.216935
2  4,1,1,1,41,-1.259127,0.000006,0.173533
2  4,2,1,2,30,-3.183233,0.000275,0.268937
2  4,3,1,3,146,-4.695403,0.000233,0.163944
2  4,4,1,4,117,-7.134281,0.197406,0.889881
2  8,1,3,3,94,-6.254223,0.000677,0.365053
3  5,1,1,1,55,-1.383826,0.005078,0.857244
3  5,2,1,2,153,-4.442898,0.005349,0.208426
3  5,3,1,4,81,-6.410693,0.030580,0.245778
3  7,1,4,1,48,-8.432636,-1.337678,0.065692
3  7,2,4,3,84,-8.479835,1.584175,0.161688
3  7,3,4,4,119,-6.534534,0.000951,0.577636
1  2  3,1,1,2,32,-8.518427,1.287156,0.397595
1  2  8,1,3,2,94,-6.254223,0.000677,0.365053
1  3  5,1,2,2,155,-4.422117,0.005283,0.238789
1  3  5,2,2,3,81,-6.410693,0.030580,0.245778
2  3  4,1,1,2,162,-4.553771,0.000241,0.261226
2  3  4,2,1,3,27,-8.418566,1.755721,0.000653
2  3  4,3,1,4,53,-1.568449,0.000052,0.474003
2  3  5,1,1,1,151,-4.472605,0.000234,0.182194
2  3  5,2,1,2,80,-6.439723,0.000737,0.193780
2  3  5,3,1,3,4,-8.856213,-1.171378,0.000370
2  3  5,4,1,4,53,-1.568449,0.000052,0.474003
2  4  7,1,2,1,8,-8.389507,-1.344513,0.002936
2  4  7,2,2,2,8,-8.319672,-1.168671,0.002936
2  4  8,1,1,1,6,-8.746536,-1.358374,0.000192
2  4  8,2,1,2,7,-8.792007,-1.331784,0.000263
3  5  7,1,1,2,165,-4.546567,0.011458,0.290280
3  5  7,2,1,3,56,-1.411544,0.004992,0.884192
3  5  8,1,2,3,151,-4.651792,0.012490,0.181829
3  5  8,2,2,4,31,-2.860934,0.016293,0.334371
