4,1,3,1,40,-0.867780,0.112154,0.000000
4,2,3,2,41,-0.867775,0.112154,0.000000
2  3,1,1,1,38,-0.867770,0.112153,0.000000
2  3,2,1,2,38,-0.867775,0.112154,0.000000
2  4,1,2,1,25,-0.867770,0.112153,0.000000
2  4,2,2,2,25,-0.867773,0.112153,0.000000
2  7,1,1,2,18,-6.688818,0.985572,0.617913
2  7,2,2,1,22,-4.118319,0.583510,0.191734
2  7,3,2,2,49,-0.867771,0.112153,0.000000
2  7,4,4,1,57,-0.867777,0.112154,0.000000
2  7,5,4,2,21,-4.147663,0.588358,0.934583
3  6,1,2,2,34,-6.449056,0.944949,0.628499
3  6,2,2,3,53,-3.421025,0.478036,0.492965
3  6,3,2,4,13,-1.499964,0.199137,0.137163
3  7,1,2,2,74,-0.867773,0.112153,0.000000
3  8,1,1,1,75,-0.867773,0.112153,0.000000
5  7,1,1,1,79,-0.867775,0.112154,0.000000
5  7,2,5,2,13,-4.795679,0.690547,0.115142
5  7,3,5,3,11,-7.102245,1.048179,0.158763
7  8,1,1,1,28,-6.103086,0.891830,0.936481
7  8,2,1,2,65,-0.877617,0.112875,0.635125
7  8,3,1,3,62,-3.242534,0.451561,0.413567
