#SysTm EventTmStmp La:x La:y La:z
42775166428312 42774724174000 0.060566552 0.23896638 -0.5720248 
42775198414145 42774794067000 0.11900018 0.37426946 -0.3826403 
42775209090229 42774857491000 0.25110024 0.4601049 -0.16676994 
42775216345020 42774924192000 -0.0059159463 0.16309121 -0.28521746 
42775223273687 42774990930000 -0.05943024 0.2712758 -0.5276017 
42775230337812 42775057540000 0.052538726 0.46974373 -0.6051526 
42775237842479 42775124268000 0.29336935 0.568333 -0.49743924 
42775262332395 42775191041000 0.26521453 0.49634546 -0.30120587 
42775283751312 42775257510000 0.30347925 0.5403568 -0.15965106 
42775327674520 42775324169000 0.33843088 0.48599032 -0.2240338 
42775396969979 42775390837000 0.23659796 0.52105457 -0.26476678 
42775463556062 42775457615000 0.30286023 0.5188739 -0.43555298 
42775531983520 42775526928000 0.2133551 0.86642027 -0.7160586 
42775596027979 42775592148000 0.40193143 0.664681 -0.5949106 
42775662741104 42775657584000 -0.043301966 0.9150736 -0.42245153 
42775728473520 42775724275000 0.44592097 0.8015651 -0.12196517 
42775793917187 42775790813000 -0.044312056 1.1622365 -0.21859308 
42775861021396 42775857594000 0.7135897 0.20199582 0.026032267 
42775928143479 42775924218000 -0.60851043 -0.08859365 0.7536428 
42775994460354 42775990860000 0.37526372 -0.16382022 0.19354689 
42776065344104 42776057599000 0.31754434 -0.40772134 -0.47408408 
42776128804021 42776124286000 0.59584916 -0.2772535 -0.7267156 
42776194581687 42776190862000 0.31298387 -0.49123126 -0.0863409 
42776260624187 42776257528000 0.80435663 0.08476477 -0.5670026 
42776327315189 42776324210000 0.59322405 0.28002027 -0.7133581 
42776393976897 42776390858000 0.21138225 0.74323034 -1.0125334 
42776463753813 42776457540000 0.25164625 0.5070809 -1.08815 
42776528102480 42776524237000 0.16012166 1.0897361 -1.0745944 
42776594126271 42776590844000 0.507811 1.2457938 -1.2492782 
42776661895605 42776657532000 0.2565102 1.3440695 -0.8873417 
42776736774980 42776724314000 0.7569186 1.0430727 0.2872218 
42776793755396 42776790820000 0.24260874 1.0438482 0.6234148 
42776861055980 42776857563000 0.4350804 0.36356178 1.3489527 
42776928577896 42776924344000 0.7541786 -0.1481606 -0.007315876 
42776993971063 42776990850000 -0.14563064 0.021936394 -0.48645258 
42777061133022 42777057539000 0.3552572 -0.51136833 0.20966215 
42777129586438 42777124350000 0.029996714 0.019405205 -0.8276737 
42777193711897 42777190869000 -0.05453728 -0.01555221 -1.1893145 
42777261018731 42777257549000 0.045617186 0.16244759 -1.1394342 
42777327866938 42777324272000 0.34675214 0.3976884 -1.2686299 
42777393744813 42777390875000 0.2219624 0.8895031 -1.070477 
42777461580730 42777457584000 -0.2811081 0.95060706 -0.28894788 
42777529462564 42777524253000 -0.101949096 0.57262135 -0.1337351 
42777610671690 42777590846000 -0.92910796 0.51947314 0.64155835 
42777661653898 42777657532000 0.3334701 -0.06780027 0.3985469 
42777727620856 42777724180000 -0.35606056 -0.8261276 -0.5814502 
42777793932522 42777790852000 -0.043216407 0.051272433 -0.82894146 
42777861239398 42777857551000 0.4573013 -0.015949337 -0.9150702 
42777927506314 42777924221000 -0.14383271 -0.104309686 -1.0226076 
42777994170272 42777990865000 1.0265616 0.6013751 -0.8973399 
42778063437314 42778057616000 0.25328708 0.4262338 -0.5837644 
42778127718689 42778124223000 0.19938466 0.15912133 0.6599077 
42778193797814 42778190860000 -1.0018868 -0.11299122 1.1540953 
42778315619481 42778257739000 -0.58715516 -1.0494691 0.84169227 
42778365533397 42778324401000 -1.1701831 -1.1792215 -1.5377327 
42778399362022 42778390920000 -1.0467103 -1.1890632 -1.0761832 
42778461377314 42778457566000 -0.7329868 -0.8889588 -0.7974416 
42778530952649 42778525117000 -0.61562634 -0.47581142 -1.1851609 
42778596853647 42778591199000 -0.42768854 -0.19714704 -1.1274153 
42778663546480 42778658540000 -0.013236498 -0.16237397 -0.67640525 
42778730860147 42778724614000 -0.14719358 -0.13890842 -0.5525965 
42778793799064 42778790855000 -0.44075698 -0.11265301 -0.39749184 
42778870944314 42778857522000 -0.10559943 -0.62355655 1.7835885 
42778927236356 42778924195000 0.14744097 -0.45504335 1.1562352 
42779000320314 42778990899000 0.9201478 -1.4007797 -0.7122376 
42779079227939 42779058099000 0.982688 -0.93994665 -0.16707447 
42779127705231 42779124216000 1.0608896 -0.7698708 -0.43147594 
42779195244564 42779190871000 0.28213775 -0.13053076 -1.0304086 
42779262106314 42779257541000 -0.09101408 0.1318967 -0.9760329 
42779329973314 42779324263000 0.1736033 0.14469424 -0.4734189 
42779394060772 42779390892000 0.47569817 -0.19046818 0.01896423 
42779463386314 42779457528000 0.7116448 -1.1568519 0.2829799 
42779528956314 42779524308000 -0.98133606 -1.1100712 1.5581291 
42779594370606 42779590883000 -0.52645236 -1.1777558 0.18118718 
42779660513231 42779657518000 -0.6837519 -1.3547515 -2.1445916 
42779729727814 42779724216000 -1.4874334 -0.9488526 -0.97126144 
42779793948106 42779790877000 -0.7027323 -0.53238124 -1.0989666 
42779861216689 42779857568000 -0.63552964 -0.37736648 -0.8859832 
42779927755439 42779924291000 0.06367183 -0.2288712 -0.65991765 
42779993905189 42779991024000 -0.29800045 0.025596177 -0.25131753 
42780061585898 42780058138000 0.01543905 -0.1898046 0.59238255 
42780127552606 42780124243000 0.11541217 -0.45066375 0.53453475 
42780193649023 42780190839000 -0.35430703 -0.9366714 1.4316584 
42780260591231 42780257620000 1.2651472 -0.7155625 -0.859315 
42780327527982 42780324230000 0.47942427 -0.91803813 -1.3180665 
42780393826274 42780390873000 1.1414964 -0.35476962 -0.8543372 
42780461052607 42780457560000 1.9995482 0.029209308 -0.7027835 
42780528131439 42780524312000 0.73348373 0.5675053 -1.5199919 
42780594853439 42780590889000 0.6305378 0.93458563 -0.82071203 
42780660131314 42780657519000 0.5095057 0.85738534 -0.92507076 
42780735955398 42780724248000 0.19492741 0.77014273 0.14722821 
42780797872899 42780790855000 -0.74737525 -0.5155844 1.7953397 
