#SysTm EventTmStmp Ori:x Ori:y Ori:z
36536011237175 36535586515000 2.681327 -0.19924404 -0.028091885 
36536020777008 36535596562000 2.681947 -0.20032673 -0.028313192 
36536028198633 36535606530000 2.682683 -0.20142108 -0.028316617 
36536100619050 36535626916000 2.682952 -0.20259689 -0.028566424 
36536106478425 36535636623000 2.68306 -0.20386666 -0.028645486 
36536111378467 36535646530000 2.6832006 -0.20503496 -0.029215159 
36536116784300 36535656732000 2.6827474 -0.20588703 -0.030042514 
36536121363717 36535666828000 2.682178 -0.20634624 -0.031003786 
36536126275967 36535676880000 2.6816564 -0.20623383 -0.031737495 
36536130612259 36535687066000 2.681022 -0.20610432 -0.032481145 
36536134963425 36535697242000 2.6808546 -0.20572858 -0.033050656 
36536138380508 36535706507000 2.6806228 -0.2054949 -0.03351959 
36536146156592 36535717212000 2.6802807 -0.20499665 -0.03388869 
36536151298675 36535727289000 2.6801267 -0.20455967 -0.034143087 
36536155895009 36535737373000 2.6799886 -0.20391575 -0.034298666 
36536160635842 36535747444000 2.6801422 -0.20307256 -0.034325957 
36536165755759 36535757814000 2.680417 -0.20208557 -0.0340563 
36536170387884 36535767893000 2.6807454 -0.20118682 -0.033935077 
36536173739508 36535777215000 2.6814914 -0.19976413 -0.03364676 
36536178411675 36535787300000 2.682278 -0.19824928 -0.033377726 
36536183339883 36535797381000 2.6828532 -0.19685309 -0.03333229 
36536188485217 36535806616000 2.6839025 -0.19534662 -0.032990042 
36536194292342 36535816615000 2.6849444 -0.1938787 -0.03278141 
36536200904675 36535826615000 2.6859097 -0.19233474 -0.032870255 
36536207948925 36535836614000 2.687103 -0.19083627 -0.033038396 
36536216566800 36535846611000 2.6886632 -0.18949091 -0.03328523 
36536222524884 36535856615000 2.6899135 -0.1882108 -0.033351865 
36536228617633 36535866606000 2.6908028 -0.18685433 -0.033525106 
36536241069675 36535876596000 2.691875 -0.18555664 -0.0334625 
36536252906675 36535886654000 2.6929898 -0.18424618 -0.033434547 
36536264816008 36535896631000 2.6938224 -0.18311065 -0.03323143 
36536269765342 36535906704000 2.6949053 -0.18211739 -0.03298308 
36536274895300 36535916629000 2.69588 -0.1811532 -0.03280303 
36536280043676 36535926628000 2.6971028 -0.18031423 -0.032601368 
36536284348175 36535936631000 2.6981673 -0.17946528 -0.032345843 
36536289079675 36535946634000 2.6990473 -0.17900649 -0.032296278 
36536293638467 36535956610000 2.7001703 -0.17822103 -0.03202702 
36536298279383 36535966618000 2.7009146 -0.17743658 -0.031763755 
36536304209925 36535977640000 2.7018545 -0.17661351 -0.03126183 
36536312200467 36535991937000 2.7028477 -0.17591967 -0.030756393 
36536317602175 36536006606000 2.704638 -0.1747097 -0.029684698 
36536321901842 36536016627000 2.7053587 -0.17423558 -0.029106105 
36536327674467 36536026583000 2.7061055 -0.17409538 -0.028577555 
36536332502759 36536036567000 2.7067344 -0.17390119 -0.028124874 
36536337134217 36536046794000 2.7072208 -0.17420556 -0.027614946 
36536341554717 36536056556000 2.7077458 -0.17452456 -0.02710873 
36536345772509 36536066558000 2.7079508 -0.1751306 -0.02675347 
36536351799800 36536076605000 2.70806 -0.1758933 -0.026360976 
36536399415217 36536086568000 2.7079923 -0.17702878 -0.02607345 
36536414352383 36536097496000 2.7075403 -0.17801113 -0.025988247 
