#SysTm EventTmStmp Mag:x Mag:y Mag:z
36536007921966 36535585671000 -14.4 -30.72 0.06 
36536016425466 36535595715000 -14.5199995 -30.539999 0.12 
36536023813091 36535605828000 -14.5199995 -30.48 0.24 
36536091674259 36535616225000 -14.639999 -30.539999 0.24 
36536098023383 36535626328000 -14.58 -30.599998 0.12 
36536103834550 36535636144000 -14.759999 -30.599998 0.17999999 
36536108273258 36535646065000 -14.88 -30.599998 0.06 
36536113199592 36535656225000 -14.759999 -30.66 -0.17999999 
36536118768175 36535666322000 -14.82 -30.66 -0.17999999 
36536123631175 36535676425000 -14.58 -30.9 -0.17999999 
36536128114008 36535686533000 -14.639999 -30.9 -0.12 
36536132337134 36535696795000 -14.639999 -30.9 -0.17999999 
36536141151842 36535707093000 -14.58 -30.96 -0.12 
36536143354342 36535716834000 -14.7 -31.14 -0.29999998 
36536148176633 36535726913000 -14.639999 -31.14 -0.42 
36536153179133 36535737000000 -14.639999 -31.14 -0.59999996 
36536157926883 36535747074000 -14.58 -31.199999 -0.53999996 
36536162843009 36535757389000 -14.5199995 -31.439999 -0.84 
36536167789967 36535767471000 -14.58 -31.5 -0.9 
36536175190967 36535777983000 -14.4 -31.439999 -1.0799999 
36536179746092 36535788080000 -14.34 -31.439999 -1.0799999 
36536184836008 36535798158000 -14.4 -31.38 -1.0799999 
36536189782842 36535808170000 -14.28 -31.439999 -1.14 
36536196407717 36535818179000 -14.16 -31.56 -1.02 
36536202659050 36535828176000 -14.34 -31.56 -1.0799999 
36536212224884 36535838177000 -14.5199995 -31.439999 -1.26 
36536218450467 36535848199000 -14.46 -31.56 -1.38 
36536224372258 36535858286000 -14.46 -31.619999 -1.5 
36536231030425 36535868387000 -14.639999 -31.619999 -1.62 
36536245817092 36535878505000 -14.4 -31.5 -1.74 
36536255431717 36535888638000 -14.46 -31.5 -1.68 
36536266061925 36535898744000 -14.34 -31.619999 -1.8 
36536271399759 36535908848000 -14.4 -31.619999 -1.86 
36536276439300 36535918963000 -14.46 -31.619999 -1.68 
36536281285384 36535929037000 -14.34 -31.619999 -1.92 
36536285868800 36535939200000 -14.5199995 -31.679998 -2.04 
36536290330009 36535949296000 -14.4 -31.679998 -2.1 
36536294851758 36535959553000 -14.28 -31.679998 -2.1 
36536299574883 36535969631000 -14.28 -31.679998 -2.04 
36536306952967 36535980086000 -14.46 -31.679998 -1.92 
36536309478967 36535991032000 -14.4 -31.679998 -2.04 
36536313998300 36536002169000 -14.34 -31.74 -1.92 
36536318933008 36536010982000 -14.34 -31.619999 -1.86 
36536323238842 36536021349000 -14.4 -31.679998 -1.68 
36536329485883 36536031642000 -14.28 -31.619999 -1.68 
36536334319175 36536042869000 -14.46 -31.56 -1.56 
36536338986008 36536052937000 -14.4 -31.56 -1.5 
36536343279175 36536063751000 -14.46 -31.439999 -1.26 
36536348263592 36536072909000 -14.58 -31.26 -1.26 
36536353127217 36536084952000 -14.5199995 -31.26 -1.14 
36536403231134 36536093467000 -14.759999 -31.26 -0.96 
36536416556550 36536103546000 -14.7 -31.08 -0.65999997 
36536422520009 36536113611000 -14.759999 -31.019999 -0.48 
36536427745592 36536124174000 -14.88 -30.96 -0.42 
36536433542758 36536133759000 -15.059999 -30.9 -0.29999998 
36536438819342 36536143848000 -14.94 -30.84 -0.48 
36536445829050 36536153921000 -14.94 -30.72 -0.29999998 
36536451410175 36536164001000 -14.94 -30.599998 -0.24 
36536456612259 36536174072000 -15.059999 -30.599998 -0.17999999 
36536467999925 36536184157000 -15.0 -30.42 -0.24 
36536478576508 36536194330000 -14.94 -30.48 -0.17999999 
36536483974675 36536204450000 -14.82 -30.48 -0.12 
36536490513092 36536214546000 -14.94 -30.539999 -0.12 
36536495864217 36536224624000 -14.88 -30.599998 -0.24 
36536501433384 36536234726000 -14.7 -30.779999 -0.24 
36536505403134 36536244827000 -14.7 -30.779999 -0.29999998 
36536509358175 36536255128000 -14.46 -30.84 -0.24 
36536513462217 36536264881000 -14.4 -30.9 -0.35999998 
36536518159717 36536274991000 -14.5199995 -30.84 -0.42 
36536521998967 36536285195000 -14.28 -30.9 -0.35999998 
36536525901509 36536295255000 -14.099999 -30.96 -0.35999998 
36536529723508 36536305714000 -14.16 -30.96 -0.06 
36536538922550 36536325861000 -14.04 -31.14 0.06 
36536542633509 36536335636000 -14.04 -31.08 0.12 
36536559032758 36536346823000 -14.16 -31.14 0.24 
36536565228551 36536357421000 -14.28 -31.019999 0.35999998 
36536581174300 36536367551000 -14.34 -31.019999 0.35999998 
36536594641467 36536377470000 -14.28 -31.019999 0.29999998 
36536605164259 36536390255000 -14.34 -30.96 0.42 
36536612843675 36536399116000 -14.28 -30.84 0.42 
36536652620634 36536409110000 -14.4 -30.9 0.42 
36536666717342 36536419156000 -14.639999 -30.9 0.35999998 
36536671262384 36536429239000 -14.7 -30.779999 0.48 
36536675738634 36536439309000 -14.639999 -30.72 0.53999996 
36536680960676 36536449429000 -14.88 -30.66 0.59999996 
36536684938883 36536459590000 -15.0 -30.599998 0.71999997 
36536692293175 36536469936000 -15.12 -30.42 0.71999997 
36536701286467 36536482740000 -15.179999 -30.42 0.84 
36536705514801 36536491320000 -15.299999 -30.3 0.71999997 
36536711921009 36536502635000 -15.299999 -30.359999 0.59999996 
36536717806592 36536512626000 -15.299999 -30.3 0.53999996 
36536721970592 36536522636000 -15.36 -30.3 0.35999998 
36536725746801 36536532644000 -15.36 -30.359999 0.48 
