#SysTm EventTmStmp Mag:x Mag:y Mag:z
42916298530671 42915913221000 3.78 -39.3 -18.779999 
42916311509338 42915980072000 3.78 -39.18 -18.66 
42916319751963 42916046755000 3.78 -39.18 -18.72 
42916342160254 42916113680000 3.72 -39.36 -18.84 
42916351385421 42916180661000 3.54 -39.239998 -18.84 
42916390993754 42916248887000 3.24 -39.12 -18.96 
42916414812879 42916315348000 2.8799999 -38.94 -19.08 
42916437828088 42916382290000 2.34 -38.579998 -19.199999 
42916465606129 42916450175000 1.74 -38.34 -19.439999 
42916517197338 42916515797000 1.0799999 -38.16 -19.619999 
42916585713463 42916583363000 0.29999998 -37.92 -19.8 
42916651930046 42916649589000 -0.42 -37.559998 -19.74 
42916718282129 42916716388000 -1.1999999 -37.38 -19.8 
42916784653129 42916783095000 -1.92 -37.32 -19.859999 
42916851380588 42916849907000 -2.6399999 -37.079998 -19.859999 
42916918237796 42916916848000 -3.3 -36.899998 -19.859999 
42916987675421 42916984838000 -3.78 -36.78 -19.92 
42917052701546 42917050618000 -4.44 -36.78 -20.1 
42917118736255 42917117369000 -5.16 -36.66 -19.98 
42917185629756 42917183810000 -5.64 -36.48 -19.859999 
42917252438714 42917250818000 -6.12 -36.54 -19.74 
42917318296297 42917317157000 -6.54 -36.48 -19.56 
42917385825756 42917383954000 -6.8399997 -36.48 -19.38 
42917453284422 42917450859000 -7.2 -36.6 -19.199999 
42917519255672 42917517854000 -7.3799996 -36.719997 -18.96 
42917585724673 42917584296000 -7.56 -36.78 -18.779999 
42917652765463 42917651088000 -7.56 -36.96 -18.42 
42917719357380 42917717827000 -7.56 -37.14 -18.24 
42917786668422 42917784719000 -7.3799996 -37.079998 -18.06 
42917854161172 42917851741000 -7.2599998 -37.079998 -17.94 
42917919432006 42917918167000 -7.2 -36.899998 -18.0 
42917986841172 42917985056000 -7.2599998 -36.719997 -17.88 
42918054619923 42918052457000 -7.3799996 -36.6 -17.88 
42918119880756 42918118597000 -7.3799996 -36.42 -17.82 
42918187154465 42918185458000 -7.44 -36.42 -17.76 
42918255928257 42918252269000 -7.56 -36.12 -17.699999 
42918320273007 42918318906000 -7.5 -35.94 -17.88 
42918387545548 42918385772000 -7.44 -35.7 -18.06 
42918453856214 42918452563000 -7.44 -35.28 -18.119999 
42918520616548 42918519354000 -7.3799996 -35.04 -18.24 
42918587649923 42918586105000 -7.62 -34.68 -18.18 
42918654771839 42918652909000 -7.68 -34.38 -18.24 
42918722073007 42918719979000 -7.9199996 -33.96 -18.42 
42918789305715 42918786435000 -8.22 -33.48 -18.42 
42918855534215 42918854188000 -8.4 -33.12 -18.359999 
42918922602131 42918920897000 -8.82 -32.7 -18.42 
42918988418298 42918986689000 -9.179999 -32.52 -18.3 
42919055601882 42919053568000 -9.54 -32.46 -18.18 
42919123655881 42919120264000 -9.84 -32.28 -18.0 
42919189724173 42919187026000 -9.96 -32.1 -17.82 
42919255541757 42919253800000 -9.96 -31.92 -17.88 
42919322764673 42919320630000 -10.0199995 -31.98 -17.82 
42919389701006 42919387386000 -10.2 -32.04 -17.699999 
42919457022507 42919454127000 -10.26 -32.04 -17.4 
42919524309798 42919521221000 -10.44 -32.219997 -17.1 
42919590746382 42919587996000 -10.5 -32.28 -16.8 
42919656618715 42919654477000 -10.44 -32.399998 -16.68 
42919724466673 42919722067000 -10.38 -32.64 -16.44 
42919789847340 42919788094000 -10.08 -32.7 -16.26 
42919857761923 42919855475000 -9.84 -33.0 -16.199999 
42919924306007 42919921522000 -9.42 -33.42 -16.199999 
42919993020089 42919988512000 -9.0 -33.78 -16.08 
42920065640590 42920055182000 -8.46 -34.2 -16.08 
42920124125339 42920122400000 -7.98 -34.2 -16.02 
42920190301340 42920188665000 -7.5 -34.32 -16.14 
42920258550674 42920255535000 -7.2 -34.68 -16.38 
42920323304091 42920322143000 -6.7799997 -34.92 -16.5 
42920390817174 42920389087000 -6.48 -35.1 -16.619999 
42920458396674 42920456308000 -6.18 -35.16 -16.74 
42920530537258 42920523414000 -5.7599998 -35.399998 -17.1 
42920593630174 42920589803000 -5.4 -35.64 -17.46 
42920658911132 42920656349000 -5.1 -35.88 -17.76 
42920726248674 42920724052000 -4.68 -36.12 -18.24 
42920794859382 42920791869000 -4.38 -36.36 -18.539999 
42920858046757 42920856487000 -4.14 -36.48 -18.72 
42920925176133 42920923283000 -3.84 -36.48 -19.02 
42920992041174 42920990365000 -3.6599998 -36.48 -19.439999 
42921058238424 42921057119000 -3.3 -36.6 -19.74 
42921135380966 42921126995000 -3.06 -36.6 -19.98 
42921192843299 42921191635000 -2.82 -36.719997 -20.4 
42921260271675 42921258930000 -2.58 -36.899998 -20.58 
42921333654174 42921326062000 -2.34 -36.84 -20.64 
42921397821383 42921391922000 -2.22 -36.78 -20.699999 
42921463666132 42921458634000 -2.04 -36.6 -20.82 
42921535641841 42921526558000 -1.74 -36.78 -21.06 
42921600469425 42921592433000 -1.74 -36.6 -21.119999 
42921664478757 42921659196000 -1.56 -36.66 -21.24 
42921731630716 42921726272000 -1.5 -36.6 -21.539999 
42921803680424 42921792855000 -1.4399999 -36.66 -21.539999 
42921876542424 42921860970000 -1.5 -36.54 -21.72 
42921931376841 42921926120000 -1.4399999 -36.719997 -21.84 
42921998741424 42921992973000 -1.38 -36.78 -21.84 
42922065172466 42922059774000 -1.4399999 -36.899998 -21.779999 
42922130981340 42922126377000 -1.5 -36.96 -21.779999 
42922200228591 42922193306000 -1.5 -36.96 -21.6 
42922265369591 42922260154000 -1.5 -37.14 -21.48 
42922331718341 42922326694000 -1.62 -37.2 -21.6 
42922402163132 42922394509000 -1.62 -37.26 -21.6 
42922465872632 42922460521000 -1.68 -37.38 -21.66 
42922530807924 42922527102000 -1.74 -37.62 -21.48 
42922599786132 42922593991000 -1.86 -37.68 -21.359999 
42922664973840 42922660779000 -1.92 -37.86 -21.24 
42922730855049 42922727373000 -1.9799999 -37.98 -21.18 
42922799057091 42922794305000 -2.04 -37.98 -20.88 
42922867329757 42922861258000 -2.22 -37.98 -20.699999 
42922936146882 42922928860000 -2.1599998 -38.16 -20.4 
42922997861716 42922994600000 -2.34 -38.16 -20.16 
42923066655841 42923061527000 -2.58 -38.16 -19.98 
42923133395674 42923129344000 -2.58 -38.16 -19.68 
42923206558257 42923196266000 -2.82 -38.1 -19.56 
42923265636174 42923264281000 -3.12 -38.04 -19.439999 
42923336013757 42923330586000 -3.12 -38.219997 -19.26 
42923399465717 42923397314000 -3.12 -38.219997 -19.02 
42923467732425 42923464676000 -3.0 -38.219997 -18.72 
42923532717134 42923531455000 -3.0 -38.28 -18.48 
42923599430883 42923598245000 -3.0 -38.34 -18.3 
42923666244092 42923664989000 -2.82 -38.52 -18.119999 
42923732912550 42923731804000 -2.6399999 -38.7 -17.82 
42923799973842 42923798660000 -2.34 -38.64 -17.46 
42923867012884 42923865573000 -2.1 -38.76 -16.98 
42923933843425 42923932266000 -1.92 -38.94 -16.8 
42924000365633 42923998983000 -1.86 -38.879997 -16.68 
42924067636592 42924066209000 -1.74 -39.059998 -16.44 
42924133690634 42924132433000 -1.62 -39.18 -16.08 
42924200725884 42924199314000 -1.68 -39.239998 -15.96 
42924267603425 42924266164000 -1.74 -39.36 -15.78 
42924333894758 42924332735000 -1.74 -39.42 -15.599999 
42924416255925 42924399579000 -1.86 -39.3 -15.36 
42924472253800 42924466868000 -2.04 -39.239998 -15.059999 
42924534077883 42924532990000 -2.28 -39.18 -14.82 
42924601583758 42924600167000 -2.3999999 -39.18 -14.759999 
42924670991135 42924666825000 -2.58 -39.12 -14.7 
42924735233593 42924733432000 -2.76 -38.82 -14.46 
42924801574426 42924800206000 -2.9399998 -38.579998 -14.4 
42924868808717 42924867029000 -3.3 -38.34 -14.099999 
42924935160801 42924933729000 -3.4199998 -38.1 -14.099999 
42925002133467 42925000679000 -3.36 -37.86 -14.04 
42925069633633 42925067391000 -3.36 -37.8 -13.98 
42925135292759 42925134016000 -3.24 -37.62 -13.92 
42925202753467 42925201003000 -3.24 -37.5 -14.04 
42925270154550 42925267876000 -3.1799998 -37.26 -13.98 
42925335515300 42925334334000 -3.1799998 -36.96 -13.86 
42925402379467 42925401184000 -3.12 -36.78 -13.799999 
42925469575384 42925467967000 -3.1799998 -36.6 -13.92 
42925535878385 42925534684000 -3.24 -36.36 -14.219999 
42925603129718 42925601562000 -3.4199998 -36.0 -14.4 
42925670386093 42925668564000 -3.54 -35.64 -14.219999 
42925736545051 42925735112000 -3.72 -35.34 -14.34 
42925803349301 42925801931000 -4.02 -35.16 -14.34 
42925879022468 42925868982000 -4.2599998 -34.739998 -14.34 
42925936756968 42925935515000 -4.5 -34.32 -14.58 
42926003827718 42926002335000 -4.56 -34.079998 -14.759999 
42926071251801 42926069265000 -4.74 -33.6 -14.759999 
42926136888968 42926135769000 -4.7999997 -33.059998 -14.94 
42926203709010 42926202496000 -4.98 -32.64 -15.12 
42926281102010 42926269358000 -5.1 -32.04 -15.059999 
42926337844760 42926336166000 -5.04 -31.74 -15.179999 
42926403833010 42926402756000 -4.92 -31.38 -15.36 
42926475922469 42926469582000 -5.1 -30.779999 -15.42 
42926537504260 42926536353000 -4.92 -30.359999 -15.36 
42926605479927 42926603648000 -4.74 -29.88 -15.36 
42926672127010 42926669964000 -4.62 -29.699999 -15.299999 
42926738729843 42926737190000 -4.5 -29.46 -15.48 
42926805180177 42926803534000 -4.38 -29.039999 -15.299999 
42926880438136 42926870438000 -4.2599998 -28.74 -15.24 
42926938684510 42926937393000 -4.08 -28.619999 -15.36 
42927005228761 42927003778000 -3.9599998 -28.68 -15.48 
42927072197135 42927070552000 -3.9599998 -28.56 -15.54 
42927139126010 42927137446000 -4.02 -28.56 -15.66 
42927205515719 42927204127000 -4.02 -28.68 -15.42 
42927272565427 42927270883000 -3.84 -28.8 -15.54 
42927340712969 42927338034000 -3.6 -29.099998 -15.54 
42927406035052 42927404441000 -3.48 -29.279999 -15.36 
42927473237260 42927471728000 -3.4199998 -29.64 -15.12 
42927539260885 42927537969000 -3.1799998 -30.0 -14.94 
42927606213761 42927604766000 -3.12 -30.3 -14.94 
42927672919344 42927671524000 -3.06 -30.72 -14.759999 
42927739585760 42927738365000 -2.76 -31.019999 -14.7 
42927806342261 42927805047000 -2.7 -31.38 -14.7 
42927872943802 42927871763000 -2.3999999 -31.679998 -14.639999 
42927939655594 42927938545000 -2.1 -31.98 -14.82 
42928007880968 42928006075000 -1.8 -32.34 -14.94 
42928073270052 42928072142000 -1.56 -32.579998 -14.94 
42928140114719 42928138912000 -1.56 -33.0 -14.88 
42928208023468 42928205885000 -1.4399999 -33.18 -14.94 
42928274416343 42928272725000 -1.1999999 -33.42 -15.36 
42928340438677 42928339221000 -1.0799999 -33.42 -15.48 
42928407982219 42928406168000 -1.0799999 -33.48 -15.78 
42928475236177 42928472998000 -1.0799999 -33.36 -16.08 
42928541453135 42928540087000 -1.0799999 -33.239998 -16.44 
