#SysTm EventTmStmp Acc:x Acc:y Acc:z
36536006743633 36535585671000 0.30645782 2.0685902 9.385271 
36536015442966 36535595715000 0.2681506 2.087744 9.500193 
36536022846258 36535605828000 0.23942018 2.1260512 9.576807 
36536090493175 36535616225000 0.22026655 2.135628 9.595961 
36536097264384 36535626328000 0.31603462 2.1930888 9.557653 
36536102489384 36535636144000 0.38307226 2.2122424 9.519346 
36536107773675 36535646065000 0.40222588 2.1643584 9.404425 
36536112637967 36535656225000 0.41180268 2.1452048 9.375694 
36536118242550 36535666322000 0.4309563 2.183512 9.375694 
36536123096925 36535676425000 0.37349546 2.1260512 9.32781 
36536127602384 36535686533000 0.34476504 2.1164744 9.375694 
36536131827134 36535696795000 0.32561144 2.0590134 9.32781 
36536140505009 36535707093000 0.35434186 2.0590134 9.3182335 
36536142786259 36535716834000 0.34476504 2.030283 9.337387 
36536147668967 36535726913000 0.31603462 2.0015526 9.337387 
36536152539384 36535737000000 0.34476504 2.030283 9.375694 
36536157399884 36535747074000 0.37349546 2.030283 9.394848 
36536162332134 36535757389000 0.37349546 1.934515 9.385271 
36536167243634 36535767471000 0.40222588 1.9249382 9.385271 
36536174662175 36535777983000 0.40222588 1.9057846 9.385271 
36536179163717 36535788080000 0.36391866 1.9249382 9.433155 
36536184164550 36535798158000 0.4405331 1.8962077 9.500193 
36536189267008 36535808170000 0.46926352 1.8866309 9.509769 
36536195684342 36535818179000 0.46926352 1.8866309 9.509769 
36536201963675 36535828176000 0.4309563 1.9057846 9.509769 
36536211412800 36535838177000 0.4405331 1.8962077 9.500193 
36536217708384 36535848199000 0.45010993 1.9249382 9.442732 
36536223644467 36535858286000 0.4309563 1.9057846 9.433155 
36536229678133 36535868387000 0.4213795 1.9632454 9.433155 
36536244684800 36535878505000 0.4213795 1.9728222 9.423578 
36536253662550 36535888638000 0.4405331 1.9536686 9.433155 
36536265590092 36535898744000 0.4405331 1.9728222 9.442732 
36536270886925 36535908848000 0.4405331 1.9728222 9.433155 
36536275923217 36535918963000 0.45010993 1.982399 9.461885 
36536280794925 36535929037000 0.45968673 1.982399 9.481039 
36536285159051 36535939200000 0.4405331 1.9536686 9.423578 
36536289807300 36535949296000 0.38307226 1.9249382 9.404425 
36536294383008 36535959553000 0.37349546 1.9249382 9.433155 
36536299093300 36535969631000 0.35434186 1.8579005 9.471462 
36536306016717 36535980086000 0.35434186 1.8770541 9.500193 
36536308968800 36535991032000 0.31603462 1.8962077 9.461885 
36536313497217 36536002169000 0.29688102 1.9057846 9.414001 
36536318400842 36536010982000 0.29688102 1.8674773 9.452309 
36536322681425 36536021349000 0.24899697 1.8962077 9.414001 
36536328969508 36536031642000 0.25857377 1.9440918 9.404425 
36536333829800 36536042869000 0.2681506 1.9632454 9.404425 
36536338439300 36536052937000 0.24899697 2.0015526 9.3661175 
36536342760384 36536063751000 0.2681506 2.0398598 9.346964 
36536347583634 36536072909000 0.2873042 2.0494366 9.404425 
36536352561300 36536084952000 0.29688102 2.0207062 9.423578 
36536402243550 36536093467000 0.29688102 2.0494366 9.414001 
36536415891175 36536103546000 0.2777274 2.0398598 9.3661175 
36536421898425 36536113611000 0.2777274 2.0685902 9.404425 
36536427115967 36536124174000 0.2681506 2.0207062 9.356541 
36536432912842 36536133759000 0.2873042 2.0398598 9.3661175 
36536438193592 36536143848000 0.2681506 2.0590134 9.375694 
36536445201717 36536153921000 0.2777274 2.1068976 9.414001 
36536450749842 36536164001000 0.2681506 2.0494366 9.452309 
36536455986217 36536174072000 0.22026655 2.0494366 9.442732 
36536462034675 36536184157000 0.21068975 2.0494366 9.385271 
36536477798300 36536194330000 0.21068975 2.0685902 9.394848 
36536483336009 36536204450000 0.25857377 2.078167 9.414001 
