#SysTm EventTmStmp Pressure
42916296012296 42915910585000 996.296 
42916312515671 42915980600000 996.30865 
42916320605504 42916050582000 996.4033 
42916343127254 42916120615000 996.30414 
42916353216171 42916190594000 996.3998 
42916397748171 42916260697000 996.36053 
42916436114213 42916330627000 996.39716 
42916444041879 42916400575000 996.38525 
42916472856838 42916470612000 996.3359 
42916540797296 42916540554000 996.35474 
42916611842046 42916610683000 996.3595 
42916680957379 42916680595000 996.28906 
42916750954879 42916750588000 996.3221 
42916834231338 42916822453000 996.2106 
42916890846963 42916890562000 996.28143 
42916960974379 42916960559000 996.23285 
42917031036171 42917030671000 996.3486 
42917101014256 42917100693000 996.4486 
42917170945797 42917170591000 996.39044 
42917242218256 42917240689000 996.36676 
42917310903881 42917310580000 996.32855 
42917380938547 42917380624000 996.35583 
42917450993339 42917450617000 996.40564 
42917520806423 42917520592000 996.34503 
42917590757673 42917590572000 996.3113 
42917664531963 42917660622000 996.3707 
42917733200005 42917730615000 996.39545 
42917800957047 42917800631000 996.3669 
42917871439589 42917870663000 996.4183 
42917940767798 42917940549000 996.3356 
42918011240589 42918010690000 996.33716 
42918081146423 42918080684000 996.38086 
42918150894590 42918150585000 996.34595 
42918221111757 42918220629000 996.3107 
42918290873048 42918290590000 996.38025 
42918360891090 42918360590000 996.43317 
42918430793007 42918430559000 996.2747 
42918500810840 42918500545000 996.3386 
42918570915048 42918570596000 996.3326 
42918640812132 42918640554000 996.43024 
42918711008673 42918710642000 996.4209 
42918780917132 42918780577000 996.364 
42918850886173 42918850567000 996.3556 
42918920837507 42918920557000 996.3278 
42918990794382 42918990589000 996.33295 
42919070139382 42919060647000 996.4211 
42919131021965 42919130583000 996.3718 
42919200965423 42919200601000 996.33136 
42919270847548 42919270574000 996.3822 
42919346779007 42919340659000 996.36945 
42919423937631 42919410603000 996.29156 
42919481025007 42919480634000 996.44257 
42919551314882 42919550743000 996.3853 
42919621207423 42919620723000 996.31476 
42919690910799 42919690571000 996.35394 
42919761194632 42919760815000 996.3847 
42919842796465 42919830649000 996.368 
42919901144632 42919900653000 996.3638 
42919971045424 42919970619000 996.2562 
42920044298131 42920040596000 996.3426 
42920110847048 42920110563000 996.3386 
42920180973215 42920180595000 996.389 
42920250991591 42920250608000 996.36664 
42920320934299 42920320593000 996.3287 
42920391673549 42920390594000 996.35394 
42920465111299 42920460638000 996.3169 
42920541203883 42920530678000 996.32495 
42920601937716 42920600809000 996.36615 
42920670877133 42920670579000 996.3617 
42920740901841 42920740604000 996.42865 
42920810878258 42920810585000 996.3948 
42920881056923 42920880633000 996.4543 
42920951101258 42920950660000 996.3584 
42921020868341 42921020567000 996.3137 
42921091041716 42921090615000 996.2472 
42921161089299 42921160618000 996.3412 
42921230867591 42921230567000 996.394 
42921304613299 42921301684000 996.3755 
42921371310091 42921370657000 996.4149 
42921440814674 42921440547000 996.38293 
42921511472508 42921510783000 996.47363 
42921581318549 42921580731000 996.42163 
42921651202591 42921650812000 996.44324 
42921723987632 42921722652000 996.3518 
42921793943799 42921792050000 996.4004 
42921877845133 42921862295000 996.36053 
42921932371883 42921931633000 996.31305 
42922000960300 42922000667000 996.30096 
42922071678965 42922071312000 996.3266 
42922140982882 42922140690000 996.36993 
42922211463965 42922210883000 996.3604 
42922281071757 42922280651000 996.33734 
42922350917091 42922350592000 996.32355 
42922421255091 42922420762000 996.3775 
42922490856007 42922490569000 996.4134 
42922560860049 42922560571000 996.2975 
42922631094674 42922630632000 996.40204 
42922700863674 42922700578000 996.24725 
42922770891591 42922770582000 996.3967 
42922855188549 42922840730000 996.3668 
42922911769716 42922910605000 996.3557 
42922980863341 42922980586000 996.38354 
42923051171216 42923050617000 996.3459 
42923121032507 42923120648000 996.39044 
42923190893757 42923190620000 996.23267 
42923263277424 42923260573000 996.1786 
42923337294049 42923330580000 996.2215 
42923401252925 42923400581000 996.2443 
42923470903134 42923470597000 996.35315 
42923540906925 42923540595000 996.3466 
42923610856217 42923610568000 996.3425 
42923680950509 42923680598000 996.24445 
42923750890759 42923750590000 996.319 
42923820943009 42923820580000 996.276 
42923890910676 42923890605000 996.2956 
42923960854801 42923960590000 996.2336 
42924030972509 42924030617000 996.2082 
42924100966759 42924100653000 996.27313 
42924170922759 42924170589000 996.356 
42924241165966 42924240664000 996.1929 
42924310932050 42924310586000 996.3575 
42924380938550 42924380604000 996.24347 
42924450963342 42924450601000 996.21387 
42924520887258 42924520571000 996.362 
42924590860092 42924590614000 996.3342 
42924668212218 42924660705000 996.3367 
42924730827176 42924730580000 996.2045 
42924802473843 42924800604000 996.29175 
42924870977009 42924870634000 996.35156 
42924940859800 42924940601000 996.285 
42925010962634 42925010625000 996.2568 
42925081186384 42925080674000 996.2601 
42925150954467 42925150592000 996.2575 
42925221112051 42925220698000 996.47266 
42925291076800 42925290643000 996.3672 
42925361022300 42925360611000 996.3736 
42925430890800 42925430600000 996.3948 
42925500942426 42925500579000 996.4392 
42925570874635 42925570586000 996.4449 
42925641251510 42925640644000 996.41907 
42925711048343 42925710601000 996.4384 
42925781141051 42925780654000 996.31445 
42925864848843 42925850738000 996.3874 
42925922081385 42925920622000 996.34393 
42925991022760 42925990658000 996.31976 
42926067377135 42926061146000 996.3434 
42926130784302 42926130562000 996.3955 
42926200777593 42926200552000 996.2473 
42926282029968 42926270636000 996.2778 
42926350081843 42926340577000 996.3333 
42926410804468 42926410586000 996.285 
42926481311719 42926480626000 996.3001 
