#SysTm EventTmStmp Gyro:x Gyro:y Gyro:z
28183408786954 28182981313000 -0.01344 0.03085 -0.07208 
28183445864079 28182992214000 -0.06903 0.0281 -0.05101 
28183455851454 28183001368000 -0.10537 0.02443 -0.04184 
28183523919537 28183011360000 -0.11698 0.02413 -0.03696 
28183532687787 28183021295000 -0.11606 0.03115 -0.03543 
28183537776829 28183031292000 -0.10049 0.02291 -0.01222 
28183542359162 28183041280000 -0.08094 0.01252 0.00428 
28183546942037 28183051342000 -0.07086 0.0058 0.00458 
28183551734871 28183061346000 -0.06017 -0.01038 0.00458 
28183554612329 28183071322000 -0.05253 -0.00641 -0.01038 
28183559111370 28183081322000 -0.04917 -0.00611 -0.01436 
28183563719495 28183091315000 -0.05101 -0.00977 -0.00916 
28183568479829 28183101314000 -0.06109 -0.01741 -0.00305 
28183573576995 28183111371000 -0.0675 -0.00122 -0.00275 
28183579568620 28183121371000 -0.07697 0.00733 0.00733 
28183584131454 28183131383000 -0.06964 -0.00886 0.01833 
28183588648037 28183141372000 -0.04887 -0.01863 0.02321 
28183593688245 28183151384000 -0.00977 -0.02963 0.03604 
28183598437370 28183161431000 0.02627 -0.03604 0.02688 
28183603140537 28183171432000 0.07178 -0.04154 0.02932 
28183607611912 28183181418000 0.08613 -0.04307 0.0339 
28183612632329 28183191432000 0.08522 -0.05712 0.03543 
28183616967871 28183201431000 0.08247 -0.05345 0.04246 
28183620625163 28183211381000 0.06322 -0.05223 0.04734 
28183624348995 28183221416000 0.04856 -0.05986 0.04184 
28183635745204 28183231429000 0.04093 -0.05925 0.05406 
28183640972912 28183241428000 0.05284 -0.05681 0.06017 
28183644918495 28183251440000 0.06658 -0.07147 0.0672 
28183648524912 28183261427000 0.08644 -0.07758 0.05742 
28183652552704 28183271487000 0.10354 -0.07208 0.04673 
28183656213287 28183281445000 0.09927 -0.04673 0.03726 
28183659876370 28183291443000 0.073 -0.0391 0.03299 
28183663661829 28183301428000 0.0336 -0.03299 0.03176 
28183667913996 28183311442000 0.00092 -0.0226 0.02627 
28183671739787 28183321771000 -0.02077 -0.01558 0.02627 
28183675424954 28183331439000 -0.03054 -0.01527 0.02566 
28183679012412 28183342491000 -0.04734 -0.01527 0.03024 
28183681290662 28183351462000 -0.06781 0.00886 0.02138 
28183684904245 28183361440000 -0.07666 0.01924 0.00947 
28183688511412 28183371415000 -0.08705 0.02932 0.00733 
28183692470746 28183381634000 -0.08796 0.02016 -0.00122 
28183696554121 28183391543000 -0.07361 0.00458 -0.00519 
28183700128913 28183401743000 -0.04979 -0.00794 -0.00886 
28183703868120 28183412700000 -0.01283 -0.02474 0.00092 
28183706680996 28183421504000 0.02505 -0.03176 -0.00305 
28183711058412 28183431523000 0.03024 -0.0336 0.00244 
28183715085079 28183442904000 0.03054 -0.02932 -0.00244 
28183718662412 28183451400000 0.02077 -0.02474 -0.00031 
28183722529829 28183461382000 0.01741 -0.03329 -0.00672 
28183726545079 28183471405000 0.00214 -0.03054 -0.00672 
28183728297662 28183481946000 -0.00641 -0.03512 -0.0058 
28183732764121 28183491404000 -0.01344 -0.02749 -0.0113 
28183736683329 28183501896000 -0.01374 -0.01497 -0.0113 
28183741039704 28183511347000 -0.00825 -0.02046 -0.00305 
28183744745037 28183521350000 0.00275 -0.02443 0.0113 
28183798119371 28183531329000 0.00947 -0.02871 0.00916 
28183802998662 28183541298000 0.00825 -0.02841 0.00672 
28183807700996 28183551326000 -0.00702 -0.03299 0.01863 
28183811528496 28183561311000 -0.01955 -0.03268 0.02291 
28183815559496 28183571313000 -0.01741 -0.02749 0.02199 
28183822017037 28183581319000 -0.01344 -0.02169 0.02352 
28183827729162 28183591354000 -0.01313 -0.0168 0.01344 
28183833306996 28183601438000 0.00031 -0.01588 0.00764 
28183837998662 28183611510000 -0.00031 -0.01619 0.00825 
28183855757579 28183621558000 -0.00519 -0.01833 0.00305 
28183860600579 28183633055000 -0.01191 -0.01894 0.00733 
28183873788412 28183641293000 -0.02779 -0.01161 0.00733 
28183877484371 28183651291000 -0.03635 -0.01252 0.01497 
28183881045788 28183661293000 -0.02566 -0.01191 0.01344 
28183885150204 28183671300000 -0.00825 -0.01008 0.0171 
28183888698912 28183681295000 -0.00825 -0.01955 0.01313 
28183890534079 28183691352000 0.00122 -0.02505 0.0281 
28183894182412 28183701288000 0.0113 -0.02505 0.01985 
28183898153579 28183711298000 0.01252 -0.02474 0.01772 
28183902204329 28183721310000 0.02566 -0.03115 0.02291 
28183905960538 28183731296000 0.0223 -0.04643 0.03574 
28183909505495 28183741405000 0.01894 -0.05864 0.03176 
28183914094662 28183751812000 0.03146 -0.05437 0.03512 
28183917716787 28183762525000 0.04368 -0.0452 0.02963 
28183920376663 28183772020000 0.05009 -0.04093 0.02321 
