#SysTm EventTmStmp Gyro:x Gyro:y Gyro:z
36536008635299 36535586515000 0.02474 0.00397 -0.00855 
36536017371508 36535596562000 0.05437 -0.00977 -0.00733 
36536024671258 36535606530000 0.07178 -0.03299 -0.00794 
36536092433050 36535616760000 0.07666 -0.04673 -0.00794 
36536098553425 36535626916000 0.06628 -0.07178 0.00061 
36536104411175 36535636623000 0.0394 -0.07391 0.01955 
36536108776217 36535646530000 0.02138 -0.07727 0.02291 
36536113750300 36535656732000 -0.00275 -0.07361 0.03665 
36536119278133 36535666828000 -0.01924 -0.08216 0.04215 
36536124163883 36535676880000 -0.03054 -0.08491 0.05712 
36536128615258 36535687066000 -0.03482 -0.07727 0.07055 
36536132886883 36535697242000 -0.0452 -0.07239 0.08491 
36536136279925 36535706507000 -0.04368 -0.07117 0.0846 
36536144019967 36535717212000 -0.04215 -0.07025 0.0843 
36536148671550 36535727289000 -0.0394 -0.06353 0.06781 
36536153707717 36535737373000 -0.03757 -0.04734 0.06109 
36536158439467 36535747444000 -0.04276 -0.04551 0.05315 
36536163516092 36535757814000 -0.04979 -0.03482 0.03879 
36536168300633 36535767893000 -0.05406 -0.02535 0.03879 
36536171607925 36535777215000 -0.0507 -0.02688 0.03818 
36536176144925 36535787300000 -0.05101 -0.03115 0.02413 
36536181162009 36535797381000 -0.05192 -0.04917 0.02749 
36536186033925 36535806616000 -0.04612 -0.04826 0.01741 
36536191336967 36535816615000 -0.05009 -0.05345 0.00977 
36536198132508 36535826615000 -0.06231 -0.05864 -0.00122 
36536204986300 36535836614000 -0.06322 -0.06139 -0.01008 
36536213686092 36535846611000 -0.06231 -0.06322 -0.02352 
36536219777675 36535856615000 -0.06109 -0.05803 -0.03268 
36536225760634 36535866606000 -0.0507 -0.06414 -0.03665 
36536236103509 36535876596000 -0.03818 -0.05834 -0.03696 
36536248481300 36535886654000 -0.02779 -0.06139 -0.03879 
36536256779134 36535896631000 -0.01924 -0.0617 -0.04673 
36536267278009 36535906704000 -0.00122 -0.06292 -0.05437 
36536272887050 36535916629000 0.00214 -0.05559 -0.05895 
36536277659259 36535926628000 0.0055 -0.05437 -0.05956 
36536282192925 36535936631000 0.00611 -0.05437 -0.0562 
36536287050175 36535946634000 0.01344 -0.05803 -0.0507 
36536291628384 36535956610000 0.01558 -0.05284 -0.05864 
36536296054842 36535966618000 0.02382 -0.04948 -0.06322 
36536300572884 36535977640000 0.02993 -0.04826 -0.06414 
36536309939550 36535991937000 0.03574 -0.04979 -0.05345 
36536315182967 36536006606000 0.03574 -0.04917 -0.05681 
