#SysTm EventTmStmp Ori:x Ori:y Ori:z
28183424132829 28182981313000 1.0095048 -0.35205862 -0.018519402 
28183450586079 28182992214000 1.0090554 -0.3522815 -0.018903553 
28183460480621 28183001368000 1.008849 -0.351902 -0.019001385 
28183527171662 28183011360000 1.0088953 -0.3512808 -0.018827308 
28183534878495 28183021295000 1.0090829 -0.35046962 -0.018493878 
28183539898329 28183031292000 1.0091481 -0.34974617 -0.018237103 
28183544438829 28183041280000 1.0095438 -0.34897968 -0.01786686 
28183549046954 28183051342000 1.0098604 -0.34816647 -0.01747171 
28183556730704 28183071322000 1.0105337 -0.3475663 -0.017341811 
28183561278204 28183081322000 1.0111729 -0.34701887 -0.017217344 
28183565890829 28183091315000 1.0117252 -0.34658128 -0.01737452 
28183570674079 28183101314000 1.0124466 -0.346107 -0.017385582 
28183576517204 28183111371000 1.013433 -0.3457716 -0.017248578 
28183581731704 28183121371000 1.0142765 -0.34518072 -0.017239682 
28183586315704 28183131383000 1.0150621 -0.34467423 -0.017050156 
28183590789163 28183141372000 1.0161853 -0.3443612 -0.016664136 
28183595823829 28183151384000 1.0172871 -0.34450698 -0.016231883 
28183600692913 28183161431000 1.0183946 -0.34501526 -0.015510337 
28183605282079 28183171432000 1.0191354 -0.34599835 -0.014728843 
28183609726370 28183181418000 1.0198478 -0.346909 -0.013939481 
28183614785412 28183191432000 1.0208235 -0.34809548 -0.013424246 
28183618649995 28183201431000 1.021664 -0.34964335 -0.0126984995 
28183622376454 28183211381000 1.0226245 -0.3510247 -0.012231172 
28183628684245 28183221416000 1.0235035 -0.3523883 -0.011632553 
28183638933537 28183231429000 1.0242641 -0.35356942 -0.011088435 
28183642763079 28183241428000 1.0251105 -0.35491335 -0.010686924 
28183646693829 28183251440000 1.0258714 -0.35603413 -0.010427272 
28183650184704 28183261427000 1.0265371 -0.35717073 -0.009985325 
28183654231287 28183271487000 1.0269103 -0.358236 -0.00958808 
28183657997621 28183281445000 1.0275193 -0.35946113 -0.009142434 
28183661743912 28183291443000 1.0280964 -0.3605353 -0.009153727 
28183665391454 28183301428000 1.0285782 -0.3613927 -0.009153314 
28183669639162 28183311442000 1.029037 -0.3620549 -0.00903777 
28183673464496 28183321771000 1.0295551 -0.3626126 -0.008739517 
28183677154121 28183331439000 1.0300425 -0.36290443 -0.008333158 
28183682993037 28183351462000 1.0307435 -0.36274984 -0.00743842 
28183686612537 28183361440000 1.031413 -0.36283892 -0.006702435 
28183690281454 28183371415000 1.0320776 -0.36237052 -0.0060540354 
28183694203787 28183381634000 1.033095 -0.3618853 -0.005751877 
28183698218537 28183391543000 1.0340295 -0.3613636 -0.005457562 
28183701962579 28183401743000 1.03519 -0.36071393 -0.005158784 
28183705642704 28183412700000 1.0359899 -0.36021185 -0.005017109 
28183708487537 28183421504000 1.0372714 -0.3599258 -0.0046844617 
28183712955704 28183431523000 1.03821 -0.35969293 -0.0045572156 
28183716785537 28183442904000 1.0392561 -0.35976985 -0.0043841954 
28183720350121 28183451400000 1.0399512 -0.3597648 -0.0042268606 
28183724218079 28183461382000 1.0406172 -0.35999143 -0.00400562 
28183729918370 28183481946000 1.0410727 -0.3600699 -0.0036164848 
28183734588204 28183491404000 1.0415069 -0.3602249 -0.0032281692 
28183738574496 28183501896000 1.0419226 -0.36025533 -0.0030375232 
28183742844996 28183511347000 1.0421293 -0.36026374 -0.0030962427 
28183746644662 28183521350000 1.0421742 -0.3604177 -0.002892001 
28183800628996 28183531329000 1.042113 -0.36043605 -0.0025581643 
28183804873287 28183541298000 1.0419517 -0.36033273 -0.0023325833 
28183809455120 28183551326000 1.0415231 -0.35996282 -0.0022520134 
28183813485162 28183561311000 1.0410765 -0.35966757 -0.0023079922 
28183817298162 28183571313000 1.0404537 -0.35943446 -0.0023297095 
28183824489412 28183581319000 1.0401108 -0.3590234 -0.0023394406 
28183830528079 28183591354000 1.0399197 -0.3583568 -0.0021881375 
28183835279121 28183601438000 1.0395417 -0.3579485 -0.0022316976 
28183852761871 28183611510000 1.0390908 -0.35728455 -0.002383043 
28183857812787 28183621558000 1.0386442 -0.35669115 -0.002546705 
28183871713496 28183633055000 1.038151 -0.3560782 -0.0027855875 
28183875568288 28183641293000 1.0375789 -0.35542005 -0.0029580942 
28183879150329 28183651291000 1.0366133 -0.35466096 -0.0032523265 
28183882816454 28183661293000 1.0357012 -0.3538145 -0.0036521559 
28183886845371 28183671300000 1.0347011 -0.35294515 -0.004112033 
28183892268371 28183691352000 1.0335217 -0.35196543 -0.00493023 
28183895927288 28183701288000 1.0323914 -0.35116494 -0.0057622045 
28183900053579 28183711298000 1.0311434 -0.3504182 -0.0066053947 
28183903923496 28183721310000 1.0297393 -0.35005018 -0.007356693 
28183907633204 28183731296000 1.0283977 -0.34950504 -0.008328305 
28183911807329 28183741405000 1.0270252 -0.34893817 -0.009306792 
28183915857913 28183751812000 1.0254358 -0.34845617 -0.010392195 
28183919353370 28183762525000 1.0238414 -0.3482659 -0.011412225 
28183922183037 28183772020000 1.0224742 -0.34828964 -0.012329515 
28183926071329 28183782106000 1.0213856 -0.34825516 -0.013106609 
28183955630913 28183791395000 1.0203402 -0.34814376 -0.01395829 
28183969007746 28183802198000 1.0192778 -0.34834585 -0.014579671 
28183972829537 28183811329000 1.0186143 -0.3483019 -0.015062931 
28183978167912 28183826406000 1.0180218 -0.34834254 -0.0153533975 
28183981740996 28183841326000 1.0171388 -0.34810475 -0.015701285 
28183986515079 28183851300000 1.0166816 -0.34793603 -0.015988974 
28183990241496 28183861322000 1.0163841 -0.34784675 -0.016114596 
28183994539745 28183871318000 1.0162828 -0.34777436 -0.016300196 
28183998427996 28183881300000 1.0160791 -0.34748164 -0.016413432 
28184003008287 28183891298000 1.0159856 -0.34704965 -0.016707541 
28184006824037 28183901345000 1.0158025 -0.3466763 -0.016880004 
28184010682246 28183911307000 1.01569 -0.34643772 -0.017077163 
28184014623662 28183921300000 1.0158325 -0.34633425 -0.017237248 
28184019348246 28183931317000 1.0155386 -0.34609047 -0.017457878 
28184023259746 28183941676000 1.0154599 -0.34599409 -0.017862407 
28184027337204 28183951312000 1.0150957 -0.34594148 -0.0182089 
28184058273954 28183961334000 1.0147827 -0.3457846 -0.01885298 
28184062249662 28183971304000 1.0144106 -0.34564492 -0.019542389 
28184067438287 28183981295000 1.0140394 -0.34549776 -0.020146176 
28184071718912 28183991640000 1.0135369 -0.34555447 -0.020626005 
28184076154038 28184001316000 1.0130289 -0.3455892 -0.021092067 
28184080996954 28184011298000 1.0125343 -0.34534287 -0.021662852 
28184085583704 28184021298000 1.0119052 -0.34503695 -0.02209684 
28184089870704 28184031342000 1.0113349 -0.34444386 -0.022337055 
28184093534871 28184041329000 1.0105567 -0.34395415 -0.022816857 
28184128153204 28184061797000 1.0097758 -0.34335902 -0.02290086 
28184141598163 28184071305000 1.0089217 -0.34283102 -0.023152307 
28184153687496 28184081354000 1.0081477 -0.34239772 -0.023603503 
28184157894412 28184091299000 1.0074334 -0.3418899 -0.024283197 
28184161922037 28184101303000 1.0064747 -0.3415503 -0.025162913 
28184166864537 28184111533000 1.0054222 -0.34123054 -0.025922354 
28184170503913 28184121464000 1.0044072 -0.34074843 -0.02654985 
28184201796704 28184135083000 1.0034621 -0.34009302 -0.027376024 
28184206931412 28184151336000 1.0015887 -0.33861193 -0.029475456 
28184210676538 28184161330000 1.0005599 -0.3377682 -0.030949181 
28184214897246 28184171377000 0.9994564 -0.33687517 -0.03224001 
28184218816121 28184181718000 0.9983474 -0.3361703 -0.033371113 
28184223017329 28184191525000 0.9972256 -0.335671 -0.03466547 
28184253629787 28184201846000 0.996211 -0.3353143 -0.0359071 
28184257269912 28184211307000 0.99551326 -0.33497328 -0.03743314 
28184261296329 28184221307000 0.9947635 -0.33462644 -0.038480185 
28184266046163 28184232180000 0.99424994 -0.33441913 -0.039614793 
28184269635621 28184241555000 0.99369043 -0.33416903 -0.040520567 
28184300818996 28184251579000 0.993096 -0.33405763 -0.04120659 
28184304335454 28184261325000 0.9926957 -0.3337537 -0.041427556 
28184314490537 28184271942000 0.9923543 -0.3334278 -0.04196259 
28184318948246 28184282702000 0.991965 -0.3331752 -0.042521603 
28184322676746 28184292667000 0.9914021 -0.3329638 -0.04290023 
28184351844704 28184301296000 0.99066466 -0.33296975 -0.043315746 
28184356225079 28184311302000 0.98991936 -0.3329937 -0.043532792 
28184360206204 28184321311000 0.9891803 -0.33312806 -0.043504182 
28184364879246 28184331871000 0.98866224 -0.33331183 -0.043695085 
28184368790246 28184341349000 0.9883744 -0.33359888 -0.0434465 
