#SysTm EventTmStmp Pressure
467131451331514 1379794295627333920 994.8632 
467131466652741 1379794295818465512 994.8632 
467131545242699 1379794295881636899 994.83325 
467131593373327 1379794295945601743 994.8632 
467131657313507 1379794296008773129 994.83325 
467131720979004 1379794296072768491 994.8032 
467131782996400 1379794296135970395 994.8632 
467131847546989 1379794296200057309 994.9531 
467131913043707 1379794296263045590 994.92316 
467131975030583 1379794296327040952 994.8932 
467132045135879 1379794296390151303 994.8632 
467132102758341 1379794296454252905 994.83325 
467132164623137 1379794296517393774 994.92316 
467132228258112 1379794296581389135 994.83325 
467132291618405 1379794296644530005 994.77325 
467132355344943 1379794296708525366 994.83325 
467132418461072 1379794296771666235 994.92316 
467132482523335 1379794296835631079 994.8632 
467132545700505 1379794296898832983 994.83325 
467132609701726 1379794296962797827 994.83325 
467132672756815 1379794297025938696 994.8932 
467132737276882 1379794297089903540 994.8032 
467132799996248 1379794297153074926 994.8932 
467132864089029 1379794297217039770 994.8032 
467132927083079 1379794297280211157 994.83325 
467132991145340 1379794297344206518 994.83325 
467133056184252 1379794297408323950 994.83325 
467133118232169 1379794297471342749 994.83325 
467133181378820 1379794297534483618 994.77325 
467133245685246 1379794297598387426 994.77325 
467133308587733 1379794297661619848 994.77325 
467133372527913 1379794297725615210 994.83325 
467133435674562 1379794297788756079 994.83325 
467133499706303 1379794297852720923 994.83325 
467133563066599 1379794297915922827 994.8632 
467133627922389 1379794297979857153 994.83325 
467133689970305 1379794298043028540 994.8032 
467133753971525 1379794298107205734 994.8632 
467133818064307 1379794298170377120 994.8632 
467133881119399 1379794298234372482 994.77325 
467133944266048 1379794298297513351 994.8932 
467134008267268 1379794298361478194 994.77325 
467134071810683 1379794298424649581 994.8032 
467134135384618 1379794298488644942 994.83325 
467134198561790 1379794298551785812 994.92316 
467134307153275 1379794298615964278 994.8032 
467134325618100 1379794298678922042 994.77325 
467134389497238 1379794298742856368 994.7433 
467134452613368 1379794298805966720 994.71326 
467134521314730 1379794298869992599 994.77325 
467134601430707 1379794298933270699 994.77325 
467134668483965 1379794298997662789 994.8632 
467134760869132 1379794299060773141 994.8632 
467134782874320 1379794299124280221 994.8932 
467134857588191 1379794299187451607 994.8032 
467134913898277 1379794299251416451 994.83325 
467135033385534 1379794299314618355 994.98315 
467135060487625 1379794299378522164 994.83325 
467135088657929 1379794299441724068 994.9531 
467135152628629 1379794299505688912 994.8632 
467135222550803 1379794299568921334 994.83325 
467135286185778 1379794299632886178 994.83325 
467135366545920 1379794299696057564 994.92316 
467135436803816 1379794299760602242 994.83325 
467135485270168 1379794299823651559 994.8032 
467135547592768 1379794299887646920 994.77325 
467135611258265 1379794299950757271 994.77325 
467135696623746 1379794300015027291 994.8632 
467135724275203 1379794300077435738 994.8632 
467135788429026 1379794300141522652 994.8032 
467135851667238 1379794300204571969 994.8032 
467135919300383 1379794300268475777 994.8932 
467135987940700 1379794300332104928 994.8032 
467136053925745 1379794300396191842 994.83325 
467136156809920 1379794300459271676 994.8032 
467136169720038 1379794300522931344 994.8632 
467136232775127 1379794300586192454 994.8032 
467136296806868 1379794300650157298 994.77325 
467136373535084 1379794300713328685 994.92316 
467136445563164 1379794300777324046 994.8632 
467136514722326 1379794300840861644 994.8032 
467136576251398 1379794300904918040 994.8632 
467136647638548 1379794300968058909 994.8632 
467136678342042 1379794301031718577 994.92316 
467136741366612 1379794301094737376 994.8632 
467136805367832 1379794301158671702 994.83325 
467136878891409 1379794301221873606 994.8032 
467136935781384 1379794301285899485 994.8032 
467136995662354 1379794301349009837 994.8032 
467137059602535 1379794301412928310 994.8632 
467137132179979 1379794301476160731 994.8632 
467137198134505 1379794301540156093 994.8632 
467137274832200 1379794301603693690 994.8932 
467137337643126 1379794301667750087 994.8932 
467137398989075 1379794301731959071 994.83325 
467137466042332 1379794301794886317 994.8632 
467137527968168 1379794301857966151 994.77325 
467137591114819 1379794301922053065 994.8032 
467137665645568 1379794301985132899 994.8932 
467137696959470 1379794302049006190 994.8932 
467137758519061 1379794302111811366 994.8932 
467137822978087 1379794302175806728 994.77325 
467137889054694 1379794302239039149 994.8032 
467137993953213 1379794302303431239 994.8632 
467138039123364 1379794302366541591 994.8032 
467138077884237 1379794302430048671 994.83325 
467138144876454 1379794302493372645 994.8632 
467138203994416 1379794302557154384 994.8032 
467138268483962 1379794302620325770 994.8032 
467138346127790 1379794302684290614 994.8632 
467138394472059 1379794302747523036 994.8032 
467138460090860 1379794302811670985 994.8932 
467138521894615 1379794302874628749 994.8032 
467138585438029 1379794302938593593 994.77325 
467138648645720 1379794303001795497 994.8632 
467138712616421 1379794303065972716 994.83325 
467138779669678 1379794303129174621 994.7433 
467138853162736 1379794303193261535 994.8932 
467138909350741 1379794303256280333 994.83325 
467138976922845 1379794303320275695 994.77325 
467139045685244 1379794303383935363 994.8032 
467139106970151 1379794303448205382 994.8032 
467139190595972 1379794303511163146 994.83325 
467139221085824 1379794303574487121 994.77325 
467139284293515 1379794303637689025 994.92316 
467139348264216 1379794303701623351 994.8632 
467139414279780 1379794303764825255 994.83325 
467139529768870 1379794303828820617 994.8932 
467139549332428 1379794303891945555 994.77325 
467139609518603 1379794303955879881 994.8932 
467139670437266 1379794304019051268 994.83325 
467139774816940 1379794304083046629 994.8632 
467139792915521 1379794304146218016 994.8032 
467139857282985 1379794304210152342 994.8632 
467139922840745 1379794304273384764 994.83325 
467139984400337 1379794304337288572 994.8932 
467140055512804 1379794304400490477 994.8632 
467140111334565 1379794304464424803 994.8032 
467140178693026 1379794304527718260 994.83325 
467140244800153 1379794304591622068 994.83325 
467140309137099 1379794304654793455 994.8632 
467140376403999 1379794304718788816 994.8632 
467140456794659 1379794304782601072 994.8632 
467140493327546 1379794304845864012 994.8632 
467140555802747 1379794304908974363 994.8632 
467140621329988 1379794304972969725 994.8032 
467140690367069 1379794305036141111 994.77325 
467140747440165 1379794305100105955 994.8032 
467140833446575 1379794305162087156 994.83325 
467140909747506 1379794305228035643 994.8032 
467140937307402 1379794305290505125 994.7433 
467141001217061 1379794305354439451 994.8632 
467141065492966 1379794305417580320 994.83325 
467141139016543 1379794305481545164 994.8932 
467141213394691 1379794305545015652 994.8032 
467141276236137 1379794305609468777 994.8032 
