#SysTm EventTmStmp Light
467134478616726 1379794298831784591 43.0 
467134607870506 1379794298959363228 44.0 
467136517072395 1379794300866557444 43.0 
467136650324341 1379794300993876780 44.0 
467159531172804 1379794323880358746 43.0 
467159658168074 1379794324007646425 44.0 
467166903033021 1379794331255149167 45.0 
467167155711183 1379794331508963864 44.0 
467168427617180 1379794332780324621 45.0 
467168683255820 1379794333035237951 44.0 
467170334530045 1379794334687413420 45.0 
467170468941764 1379794334814915862 44.0 
467170592762915 1379794334942235197 45.0 
467170717194473 1379794335069310393 44.0 
467171608816630 1379794335959415430 45.0 
467171734652126 1379794336086627260 44.0 
467171861983120 1379794336213732973 45.0 
467171991084295 1379794336340930239 44.0 
467172370483044 1379794336722277895 45.0 
467172496013335 1379794336849139467 44.0 
467173262318843 1379794337612262026 45.0 
467173513074222 1379794337866316734 44.0 
467173640649378 1379794337993330894 45.0 
467173896318538 1379794338248061118 44.0 
467174408297786 1379794338756679374 45.0 
467174533095588 1379794338883876640 44.0 
467174660243459 1379794339010951835 45.0 
467174789344633 1379794339138118583 44.0 
467175420475414 1379794339773280937 45.0 
467175547836927 1379794339900447685 44.0 
467175931508527 1379794340282464913 45.0 
467176059968774 1379794340409753731 44.0 
467177200362487 1379794341553444564 45.0 
467177376098790 1379794341680580794 44.0 
467177964012723 1379794342315895736 45.0 
467178094426274 1379794342444069564 44.0 
467180001552781 1379794344351151123 45.0 
467180410739413 1379794344732437744 44.0 
467180506146096 1379794344859207763 45.0 
467180633812814 1379794344986617354 44.0 
467180889481973 1379794345241500166 45.0 
467181023741091 1379794345368697432 44.0 
467181141824412 1379794345495131758 45.0 
467181273519819 1379794345622634200 44.0 
467181905718813 1379794346257903222 45.0 
467182031981592 1379794346385039452 44.0 
467194751316248 1379794359100432067 45.0 
467194878738802 1379794359227690368 44.0 
467197803719725 1379794362151867987 45.0 
467197931966329 1379794362279155546 44.0 
467199453986779 1379794363804866058 45.0 
467199581226211 1379794363931971771 44.0 
467200468392395 1379794364821679480 45.0 
467200638238265 1379794364948815711 44.0 
467200979517071 1379794365330529578 45.0 
467201109259174 1379794365457818396 44.0 
467201233477090 1379794365585000198 45.0 
467201361418489 1379794365712166946 44.0 
467201614340814 1379794365966439407 45.0 
467201742099093 1379794366093545120 44.0 
467201870742463 1379794366220711868 45.0 
467201996730559 1379794366347817581 44.0 
467202759007380 1379794367110604446 45.0 
467202889359891 1379794367237922613 44.0 
467203014310296 1379794367365089361 45.0 
467203140328912 1379794367492195074 44.0 
467203775885145 1379794368127890761 45.0 
467204030852335 1379794368382193739 44.0 
467215726289538 1379794380079389691 45.0 
467215853528972 1379794380206373334 44.0 
467215990534922 1379794380334150434 45.0 
467216111883923 1379794380461423207 44.0 
467216237444735 1379794380588498402 45.0 
467216374389646 1379794380715726186 44.0 
467216489024164 1379794380842282582 45.0 
467216616812963 1379794380969296742 44.0 
467216999446871 1379794381351346303 45.0 
467217135140446 1379794381478543568 44.0 
467217513593064 1379794381859677602 45.0 
467217672329522 1379794381987057973 44.0 
467217760685998 1379794382113704201 45.0 
467218024687220 1379794382368403908 44.0 
467218144143956 1379794382495723244 45.0 
467218272817847 1379794382622889992 44.0 
467218654383541 1379794383004283359 45.0 
467218778662497 1379794383131022861 44.0 
467219057588181 1379794383385631015 45.0 
467219159312581 1379794383512431552 44.0 
467219413394681 1379794383766520908 45.0 
467219693266496 1379794384021129062 44.0 
467220074343864 1379794384402690341 45.0 
467220304467471 1379794384657022056 44.0 
467220456214763 1379794384784555015 45.0 
467220557695002 1379794384911050377 44.0 
467220721742004 1379794385038095054 45.0 
467220811990744 1379794385165170250 44.0 
467220939504859 1379794385292398033 45.0 
467221068453432 1379794385420129123 44.0 
467221195174018 1379794385547173801 45.0 
467221452399717 1379794385801507297 44.0 
467221732729338 1379794386055840793 45.0 
467221956962513 1379794386309472385 44.0 
467222096257492 1379794386437066379 45.0 
467222210769930 1379794386563866916 44.0 
467222337673638 1379794386690850559 45.0 
467222466713772 1379794386818444553 44.0 
467223103429778 1379794387454490785 45.0 
467223484018822 1379794387835899477 44.0 
467223612082304 1379794387962989244 45.0 
467223863570173 1379794388216712388 44.0 
467223991725216 1379794388344581041 45.0 
467224373718196 1379794388725745592 44.0 
467224631615342 1379794388980018053 45.0 
467224882889568 1379794389234290513 44.0 
467225137459994 1379794389488593492 45.0 
467225263814335 1379794389615908670 44.0 
467225518323720 1379794389870211648 45.0 
467225901293352 1379794390251589822 44.0 
467226155192330 1379794390505905100 45.0 
467226279532327 1379794390632675120 44.0 
467226406436035 1379794390759658762 45.0 
467226789314106 1379794391141555735 44.0 
467227806771759 1379794392158887549 45.0 
467228191755737 1379794392540296240 44.0 
467228591694695 1379794392921200573 45.0 
467228695647086 1379794393048367321 44.0 
467228952476017 1379794393303097546 45.0 
467229205337301 1379794393557370007 44.0 
467230220933213 1379794394574209734 45.0 
467230606619159 1379794394956106707 44.0 
467231367034235 1379794395718938077 45.0 
467231623222241 1379794395973180020 44.0 
467231892259322 1379794396227452481 45.0 
467232128944810 1379794396481236661 44.0 
467232255848518 1379794396608372891 45.0 
467232639153874 1379794396990451695 44.0 
467233032378351 1379794397371585728 45.0 
