#SysTm EventTmStmp Gyro:x Gyro:y Gyro:z
41442731689596 41441924303000 -0.03512 -0.13714 -0.07819 
41442741958762 41441990518000 0.00489 -0.08186 -0.15302 
41442761179846 41442057119000 0.11148 0.00733 0.01588 
41442770532012 41442125164000 -0.09071 -0.00336 0.22022 
41442780406762 41442192013000 -0.30574 -0.19456 0.06109 
41442791067971 41442257936000 0.14722 -0.09468 0.03238 
41442802547096 41442323779000 0.08796 0.05528 0.0223 
41442813121721 41442390527000 -0.04001 -0.01374 0.02505 
41442828997929 41442457239000 -0.02077 0.10171 0.10293 
41442840442721 41442523804000 -0.01985 0.11942 0.20372 
41442853254512 41442590781000 0.06353 0.15974 0.43341 
41442870907429 41442657317000 0.04123 0.11973 0.50671 
41442882537596 41442723866000 0.00183 0.00855 0.4331 
41442929545429 41442790547000 -0.11484 -0.04551 0.2364 
41442937926762 41442857163000 0.19853 0.14905 0.33384 
41442946175137 41442923948000 0.03574 0.05376 0.37507 
41443033316596 41442990623000 -0.08338 0.11515 0.27825 
41443057804554 41443057161000 -0.00031 0.05131 0.13714 
41443124366012 41443123813000 0.0339 0.01283 0.09835 
41443191454971 41443190515000 0.10385 -0.0391 0.09988 
41443257668346 41443257163000 0.07025 -0.08522 0.10843 
41443324504596 41443323883000 0.12095 -0.08491 0.08125 
41443391228346 41443390544000 0.11576 -0.03665 0.06506 
41443458012637 41443457231000 0.0562 -0.02016 0.03696 
41443524663012 41443523890000 -0.00641 -0.03238 -0.1237 
41443591432012 41443590550000 -0.02016 -0.04581 -0.16035 
41443657996179 41443657181000 -0.00825 -0.04154 -0.11942 
41443725276971 41443723874000 0.0223 -0.04643 -0.04276 
41443794104346 41443790532000 -0.3091 -0.09285 -0.08338 
41443857890971 41443857180000 -0.14416 -0.07697 -0.11484 
41443924927638 41443923941000 0.02107 -0.18479 -0.1799 
41443991256888 41443990516000 -0.04123 -0.12309 -0.30696 
41444057927638 41444057184000 0.09835 -0.03482 -0.31215 
41444124326096 41444123815000 0.21716 -0.07422 -0.16738 
41444191017597 41444190474000 0.1628 -0.07422 -0.07636 
41444257981096 41444257187000 0.05406 -0.07147 -0.04032 
41444324603513 41444323855000 -0.1066 -0.11759 -0.13775 
41444391459013 41444390561000 0.01222 -0.1237 -0.16738 
41444458042388 41444457193000 0.01619 -0.14172 -0.12462 
41444524434305 41444523841000 0.00886 -0.12065 -0.09743 
41444591332889 41444590556000 -0.03268 -0.11393 -0.07178 
41444658757764 41444657918000 0.01252 -0.0956 -0.02505 
41444724324638 41444723830000 -0.00092 -0.10018 -0.00367 
41444793533847 41444790564000 -0.00855 -0.07025 0.12645 
41444857746680 41444857178000 -0.23457 -0.2138 0.02841 
41444924355221 41444923828000 -0.04612 -0.14233 0.0226 
41444990977888 41444990518000 -0.05498 0.02443 0.11576 
41445057931471 41445057216000 -0.16066 0.09743 0.15455 
41445124301429 41445123833000 -0.02505 0.16005 0.17898 
41445191000804 41445190511000 0.04215 0.25626 0.19578 
41445258210554 41445257299000 0.05131 0.35461 0.17685 
41445324699429 41445323810000 0.15241 0.29108 0.1912 
41445391036388 41445390519000 -0.05101 0.31062 0.14691 
41445458948888 41445457986000 -0.29535 -0.03787 -0.06597 
41445524466221 41445523854000 -0.01955 -0.24557 0.01833 
41445590963305 41445590495000 0.29841 -0.28497 0.20831 
41445657807513 41445657176000 -0.06231 -0.18234 0.12126 
41445724811013 41445723904000 -0.34606 -0.2364 -0.27122 
41445796061555 41445790641000 0.28436 -0.11668 -0.27367 
41445858041097 41445857216000 0.02749 -0.05589 -0.2135 
41445924985763 41445923987000 -0.15394 -0.23396 -0.31582 
41445991257555 41445990551000 -0.00764 -0.25534 -0.29993 
41446057868097 41446057203000 0.07544 -0.29108 -0.24618 
41446124653972 41446123897000 0.06078 -0.39126 -0.26664 
41446191300431 41446190542000 0.1857 -0.04032 -0.07025 
41446258181555 41446257259000 0.04062 -0.07361 0.00031 
41446324589013 41446323873000 -0.09255 -0.11637 -0.46762 
41446391028597 41446390519000 0.57421 0.02871 -0.35919 
41446457823097 41446457186000 0.26512 0.26145 0.26603 
41446524482347 41446523858000 -0.32956 -0.36682 -0.02107 
41446591096056 41446590530000 -0.03543 0.14294 -0.17776 
41446657723056 41446657182000 0.35858 0.21564 0.06322 
41446725522223 41446724666000 -0.44349 0.19914 0.34941 
41446796858681 41446790622000 -0.15913 -0.01649 0.46578 
41446857986973 41446857212000 -0.12004 0.30177 0.46792 
41446924522598 41446923858000 0.01069 0.42364 0.41478 
41446991137390 41446990514000 -0.00733 0.51313 0.47098 
41447057933723 41447057219000 -0.43524 -0.07666 0.15638 
41447124396890 41447123851000 0.55467 -0.19303 0.55008 
41447190996098 41447190524000 0.22663 -0.02871 0.96639 
41447258295306 41447257285000 -0.39981 -0.54642 0.57208 
41447357701890 41447323875000 -0.64599 0.32926 -0.12278 
41447391095223 41447390500000 0.38454 -0.13225 0.01344 
41447457767223 41447457170000 -0.33445 -0.1518 0.07758 
41447524449931 41447523836000 0.05406 -0.29077 -0.0901 
41447591223307 41447590543000 0.19426 -0.29138 -0.2416 
41447657756140 41447657189000 0.01649 -0.20647 -0.3711 
41447724427515 41447723857000 0.01924 -0.36163 -0.35186 
41447791174182 41447790529000 -0.13683 -0.25779 -0.7309 
41447857938640 41447857221000 1.14354 0.208 -0.18723 
41447924417265 41447923853000 -0.33353 -0.09591 0.22877 
41447991254556 41447990572000 -0.32315 -0.26542 -0.12737 
41448057826098 41448057249000 0.12004 0.26206 0.00702 
41448124515973 41448123883000 -0.12004 0.23152 0.11057 
41448191575181 41448190879000 0.07025 0.03329 0.28008 
41448257802056 41448257193000 0.10446 0.06689 0.44318 
41448324767014 41448323899000 -0.05712 0.34819 0.3375 
41448391229973 41448390606000 -0.2251 0.19914 0.43097 
41448457689848 41448457193000 -0.67623 -0.04795 0.04917 
41448524406390 41448523850000 0.83505 0.16982 0.38759 
41448591046515 41448590580000 0.08186 -0.27336 0.7816 
41448658179848 41448657212000 -0.24312 -0.23335 0.5339 
41448724231223 41448723801000 -0.30757 0.04673 0.05131 
41448791094431 41448790563000 -0.01436 -0.1127 -0.16402 
41448857738348 41448857180000 -0.02779 -0.22694 -0.19578 
41448924713265 41448923917000 0.208 -0.27184 -0.3711 
41448991046431 41448990553000 0.22144 0.24312 -0.54581 
41449059771223 41449058998000 -0.24587 -0.35033 -1.06535 
41449124801806 41449123892000 0.967 0.17959 -0.8152 
41449191437223 41449190664000 0.14875 0.15821 -0.09682 
41449258159390 41449257326000 -0.57055 -0.65637 -0.08919 
41449325192848 41449323971000 0.21777 -0.03971 -0.05895 
41449392834681 41449391208000 -0.12523 0.04948 -0.03635 
41449457929598 41449457245000 -0.50366 -0.1573 -0.21686 
41449524581681 41449523911000 0.0339 -0.11515 0.05345 
41449591364598 41449590629000 -0.1741 -0.20525 0.14936 
41449658018307 41449657251000 0.04734 0.34941 0.00489 
41449724843266 41449723911000 0.42761 0.34056 0.49083 
41449791303683 41449790560000 -0.07422 -0.47556 0.06658 
41449857778516 41449857193000 0.69639 0.21869 0.81886 
41449924448557 41449923855000 -0.37293 -0.46304 0.832 
41449991303224 41449990565000 -0.54245 -0.45112 0.48014 
41450058126307 41450057245000 -0.37507 -0.09316 0.08705 
41450124459515 41450123875000 -0.20495 0.03024 -0.17654 
41450191214432 41450190558000 0.23824 -0.19242 -0.22022 
41450257759307 41450257201000 0.09927 -0.01527 -0.08033 
41450324909432 41450323925000 -0.2981 0.36591 -0.03024 
41450391632391 41450390659000 -0.71471 -0.29993 -0.75992 
41450457967433 41450457218000 0.25931 0.29596 -0.6747 
41450524668808 41450523925000 0.09927 -0.15638 -0.20495 
41450591288640 41450590596000 -0.36316 -0.37813 -0.34208 
41450657887932 41450657205000 0.10812 -0.04581 -0.34361 
41450724578432 41450723914000 0.07911 0.11332 -0.09865 
41450791422641 41450790636000 -0.12309 0.12156 -0.08277 
41450857684891 41450857211000 0.08033 0.3372 0.01344 
41450924361515 41450923875000 -0.00275 -0.00214 -0.02963 
41450991270016 41450990637000 0.70188 0.14752 0.36408 
41451058146600 41451057329000 0.02413 -0.38515 0.03482 
41451124953391 41451123948000 0.51465 -0.1576 -0.00702 
41451191183725 41451190598000 0.04093 -0.197 0.18418 
41451258085808 41451257272000 -0.1744 -0.32559 -0.08186 
41451324534183 41451323908000 -0.1179 -0.16707 -0.26389 
41451391047017 41451390559000 0.06994 -0.00794 -0.13867 
41451457717017 41451457218000 -0.14111 -0.21533 -0.23824 
41451524525517 41451523914000 0.0562 -0.06139 -0.20189 
41451597975475 41451590730000 -0.08338 -0.12675 -0.27275 
41451657847892 41451657212000 0.03818 0.05559 -0.09682 
41451724371433 41451723853000 -0.76694 -0.05162 -0.1295 
41451790962725 41451790520000 -0.33934 -0.01649 -0.3488 
41451857887267 41451857221000 0.49999 0.18815 0.15821 
41451924461100 41451923858000 -0.15882 -0.37293 0.25045 
41451991140892 41451990538000 -0.18815 -0.19731 -0.03115 
41452058172433 41452057302000 0.19731 -0.04459 0.12431 
41452124402766 41452123878000 0.05803 0.04184 0.32834 
41452192233183 41452191795000 -0.12706 0.06445 0.44471 
41452258007683 41452257274000 -0.08522 -0.05192 0.33842 
41452324624891 41452323882000 0.03207 0.01038 0.23732 
41452391155517 41452390543000 0.43371 0.62889 0.60353 
41452457884600 41452457312000 -0.63316 -0.46456 0.24068 
41452524781558 41452523913000 0.24587 0.25992 0.33872 
41452591621642 41452590704000 0.46701 0.01924 0.85185 
41452657717809 41452657195000 0.03054 -0.37751 0.64874 
41452724837475 41452723870000 -0.09774 0.09713 0.29474 
41452791175060 41452790575000 -0.00122 0.10843 0.12523 
41452857710101 41452857221000 -0.07055 -0.11454 0.00153 
41452924987809 41452924033000 0.16677 -0.10079 0.10293 
41452991844684 41452990750000 -0.15974 -0.66371 -0.02443 
41453057653809 41453057204000 0.2248 -0.45082 -0.27489 
41453124418017 41453123881000 0.28741 -0.15333 -0.13286 
41453191210226 41453190624000 -0.09041 -0.22602 -0.85613 
41453257762517 41453257228000 1.01831 0.21228 -0.5058 
41453325568517 41453324502000 -0.00855 0.0562 -0.35277 
41453391486059 41453390633000 -0.33934 0.11118 -0.25351 
41453457740726 41453457225000 -0.20464 0.09957 -0.10873 
41453524511059 41453523921000 -0.13347 0.06872 0.04123 
41453592881642 41453590899000 0.06872 0.18418 0.28497 
41453657727434 41453657189000 -0.06597 0.06964 0.17013 
41453724583392 41453723921000 0.28069 0.29199 0.30299 
41453791409434 41453790613000 0.11668 0.0055 0.74251 
41453857698892 41453857215000 -0.92974 -0.42791 0.27489 
41453925076601 41453924056000 0.7028 0.07269 0.4215 
41453991604143 41453990687000 -0.04917 -0.27489 0.75869 
41454057632518 41454057195000 -0.51679 -0.40561 0.27428 
41454124646643 41454123943000 -0.34941 0.09224 -0.13592 
41454191366768 41454190597000 -0.28191 0.09285 -0.21747 
41454257725143 41454257227000 -0.48075 -0.03421 -0.29138 
41454326378060 41454323968000 -0.38149 -0.34453 -0.48106 
41454391605851 41454390718000 0.32437 -0.05864 -0.19578 
41454457689226 41454457222000 -0.46578 -0.63866 -0.55222 
41454524575684 41454523947000 0.15119 -0.3375 -0.6243 
41454591547309 41454590691000 0.40195 0.24557 -0.27122 
41454657769977 41454657234000 -0.38362 -0.36866 -0.20922 
41454724597227 41454723923000 -0.31551 0.00825 -0.18082 
41454791179227 41454790592000 0.1405 0.29322 -0.16157 
41454858127518 41454857297000 0.14478 0.23915 -0.05101 
41454924416476 41454923877000 0.15241 0.07086 0.23274 
41454991885601 41454991101000 0.22938 0.11759 0.29322 
41455058511309 41455057382000 0.29383 0.43768 0.39554 
41455124503768 41455123882000 -0.52107 -0.29352 0.36316 
41455191061518 41455190509000 0.8543 0.1576 0.18937 
41455257795893 41455257219000 -0.02566 -0.4496 0.33231 
41455326789185 41455324188000 -0.36621 -0.11729 0.35827 
41455391036560 41455390550000 0.20036 -0.11301 0.1689 
41455458276018 41455457453000 -0.18326 -0.04917 0.23427 
41455529406518 41455523898000 -0.09988 -0.22816 0.03146 
41455615493227 41455590648000 -0.09071 -0.04948 -0.00305 
41455663600185 41455657231000 0.04337 -0.24618 -0.05864 
41455745142393 41455723916000 0.12248 0.13317 0.08583 
41455841874435 41455790568000 -0.20311 -0.00367 -0.17562 
41455864840726 41455857205000 0.02566 0.00183 -0.37507 
41455931567227 41455923891000 0.36011 0.12645 0.03696 
41455994122101 41455990578000 -0.21777 -0.28924 -0.04612 
41456072813185 41456057202000 0.0058 -0.02413 -0.1857 
41456131388768 41456123903000 0.11881 0.21014 -0.0226 
41456210222852 41456190530000 0.08644 0.04032 0.18082 
41456277963102 41456257239000 0.17654 0.18815 0.21594 
41456350123102 41456323899000 0.06048 0.0113 0.03696 
41456406033102 41456390523000 0.2135 0.38026 0.15608 
41456457914560 41456457271000 -0.12095 -0.40989 0.3485 
41456524388602 41456523879000 0.15913 -0.27733 0.2306 
