#SysTm EventTmStmp Light
41442730359221 41441911498000 88.0 
41442740894637 41441977650000 84.0 
41442758291845 41442044377000 81.0 
41442767539262 41442111075000 84.0 
41442779623095 41442177841000 84.0 
41442789196220 41442244567000 81.0 
41442801259929 41442312462000 91.0 
41442811164346 41442377651000 90.0 
41442826948304 41442444278000 88.0 
41442838714220 41442511028000 28.0 
41442850080762 41442577633000 44.0 
41442869117595 41442644302000 76.0 
41442881837471 41442711220000 71.0 
41442928487887 41442777659000 71.0 
41442937177054 41442844308000 71.0 
41442945152846 41442911083000 67.0 
41443032438762 41442977617000 64.0 
41443044539679 41443044284000 62.0 
41443112202637 41443111874000 61.0 
41443177932137 41443177617000 15.0 
41443244682971 41443244346000 27.0 
41443311265471 41443310977000 30.0 
41443377969929 41443377668000 27.0 
41443445220096 41443444536000 20.0 
41443511572887 41443511197000 25.0 
41443577975429 41443577670000 20.0 
41443644690012 41443644397000 27.0 
41443712247846 41443711125000 35.0 
41443778881846 41443777700000 16.0 
41443844604804 41443844326000 8.0 
41443911802971 41443911463000 40.0 
41443978549721 41443978220000 37.0 
41444045065638 41444044685000 27.0 
41444111273972 41444111004000 57.0 
41444178042596 41444177705000 61.0 
41444244977471 41444244483000 62.0 
41444312072555 41444311674000 67.0 
41444379254846 41444378834000 59.0 
41444444754305 41444444413000 64.0 
41444511401388 41444511088000 67.0 
41444578074764 41444577753000 64.0 
41444644958180 41444644564000 67.0 
41444711765430 41444711308000 61.0 
41444777936680 41444777692000 66.0 
41444844736221 41444844401000 64.0 
41444911357763 41444911131000 62.0 
41444977929388 41444977704000 62.0 
41445045231471 41445044527000 57.0 
41445111691721 41445111298000 50.0 
41445177983346 41445177704000 54.0 
41445245099554 41445244482000 54.0 
41445311733263 41445311203000 49.0 
41445377970929 41445377694000 37.0 
41445445245972 41445444499000 39.0 
41445511883388 41445511274000 42.0 
41445577995721 41445577662000 40.0 
41445644755846 41445644335000 40.0 
41445711410847 41445711131000 33.0 
41445778203971 41445777880000 35.0 
41445845255513 41445844896000 33.0 
41445911507930 41445911136000 27.0 
41445978058722 41445977729000 32.0 
41446044672263 41446044354000 37.0 
41446111585639 41446111169000 37.0 
41446178793805 41446178475000 40.0 
41446244672638 41446244364000 37.0 
41446311527806 41446311071000 12.0 
41446377890305 41446377669000 37.0 
41446444617305 41446444373000 37.0 
41446511572389 41446511132000 35.0 
41446577997139 41446577708000 12.0 
41446644703222 41446644380000 25.0 
41446711457640 41446711104000 20.0 
41446778137556 41446777823000 7.0 
41446844851764 41446844442000 16.0 
41446911702932 41446911201000 16.0 
41446977964806 41446977680000 8.0 
41447044815223 41447044472000 13.0 
41447111926765 41447111292000 16.0 
41447177932265 41447177680000 16.0 
41447249132473 41447244567000 13.0 
41447356577057 41447318273000 6.0 
41447377974640 41447377660000 15.0 
41447444582056 41447444304000 8.0 
41447511431682 41447511051000 13.0 
41447577995056 41447577659000 5.0 
41447644581890 41447644346000 10.0 
41447712318182 41447711313000 13.0 
41447778090306 41447777747000 10.0 
41447844814098 41447844486000 13.0 
41447911327973 41447911070000 10.0 
41447978140806 41447977759000 10.0 
41448044791389 41448044490000 10.0 
41448111352181 41448111072000 10.0 
41448178216223 41448177834000 10.0 
41448244803389 41448244460000 13.0 
41448311320681 41448311038000 10.0 
41448378127515 41448377778000 5.0 
41448444766306 41448444427000 10.0 
41448511431681 41448511148000 10.0 
41448577994973 41448577705000 5.0 
41448644652265 41448644380000 4.0 
41448711379848 41448711086000 8.0 
41448778542348 41448778294000 8.0 
41448844604848 41448844368000 10.0 
41448911306015 41448911075000 11.0 
41448978011181 41448977755000 13.0 
41449044956640 41449044585000 13.0 
41449112676515 41449111491000 5.0 
41449178312348 41449177856000 5.0 
41449245675474 41449244840000 10.0 
41449311630015 41449311318000 10.0 
41449378171848 41449377871000 4.0 
41449444699181 41449444409000 13.0 
41449511515431 41449511142000 13.0 
41449578837473 41449577848000 13.0 
41449645341683 41449644976000 15.0 
41449712018349 41449711691000 11.0 
41449778521266 41449778092000 15.0 
41449844598557 41449844354000 15.0 
41449911282641 41449911046000 13.0 
41449978083890 41449977768000 13.0 
41450044722515 41450044444000 16.0 
41450111309807 41450111068000 18.0 
41450178134515 41450177730000 11.0 
41450244624349 41450244386000 20.0 
41450311502599 41450311227000 16.0 
41450378553808 41450378008000 16.0 
41450444629849 41450444397000 22.0 
41450512112308 41450511561000 20.0 
41450578119808 41450577817000 22.0 
41450644722724 41450644411000 23.0 
41450711333557 41450711058000 23.0 
41450778206224 41450777833000 40.0 
41450845611307 41450845303000 67.0 
41450911363724 41450911108000 78.0 
41450977991266 41450977734000 84.0 
41451045097350 41451044674000 95.0 
41451111520850 41451111195000 95.0 
41451178130350 41451177826000 101.0 
41451245581809 41451244935000 105.0 
41451311647225 41451311240000 108.0 
41451377948183 41451377719000 103.0 
41451444716516 41451444413000 84.0 
41451511340059 41451511110000 69.0 
41451596932225 41451577851000 71.0 
41451644590475 41451644336000 67.0 
41451711560309 41451711296000 90.0 
41451777873850 41451777665000 95.0 
41451844852142 41451844433000 118.0 
41451911822684 41451911178000 95.0 
41451977948184 41451977687000 95.0 
41452045062642 41452044619000 78.0 
41452111361350 41452111090000 69.0 
41452177981016 41452177718000 61.0 
41452245552183 41452244954000 62.0 
41452311927600 41452311539000 57.0 
41452378090850 41452377814000 50.0 
41452444738350 41452444486000 50.0 
41452511336892 41452511094000 49.0 
41452578093059 41452577804000 40.0 
41452644605350 41452644361000 47.0 
41452711308059 41452711071000 47.0 
41452778105226 41452777750000 42.0 
41452844678934 41452844413000 44.0 
41452911398435 41452911125000 40.0 
41452978049142 41452977805000 37.0 
41453044524850 41453044325000 40.0 
41453111244059 41453111032000 40.0 
41453178254892 41453177895000 39.0 
41453244717600 41453244456000 42.0 
41453311729892 41453311122000 42.0 
41453378373434 41453377871000 37.0 
41453446072017 41453445772000 37.0 
41453511751392 41453511498000 37.0 
41453578320476 41453577857000 30.0 
41453644630850 41453644377000 32.0 
41453711606351 41453711348000 28.0 
41453778196351 41453777818000 20.0 
41453844625476 41453844375000 16.0 
41453911367726 41453911086000 15.0 
41453980271435 41453977904000 16.0 
41454044633434 41454044397000 8.0 
41454111358060 41454111120000 8.0 
41454179486351 41454177867000 6.0 
41454244606601 41454244375000 16.0 
41454311331976 41454311083000 2.0 
41454378530351 41454377869000 16.0 
41454444636351 41454444387000 16.0 
41454511328726 41454511092000 11.0 
41454579288560 41454577885000 15.0 
41454644582977 41454644377000 15.0 
41454712256352 41454711215000 11.0 
41454779256352 41454778051000 13.0 
41454847867434 41454844565000 13.0 
41454913951143 41454911461000 0.0 
41454978486351 41454977720000 13.0 
41455047396934 41455044578000 13.0 
41455113729018 41455111197000 11.0 
41455178579809 41455177666000 13.0 
41455245562645 41455244352000 10.0 
41455313493851 41455311245000 13.0 
41455379870851 41455377687000 13.0 
41455446391643 41455444593000 8.0 
41455528578726 41455511415000 15.0 
41455589587184 41455577861000 7.0 
41455662671893 41455644518000 16.0 
41455725622185 41455711085000 11.0 
41455793895643 41455778047000 16.0 
41455864076685 41455845567000 16.0 
41455929302351 41455911614000 6.0 
41455979758893 41455977730000 8.0 
41456055962018 41456044422000 8.0 
41456127963476 41456111291000 16.0 
41456196633893 41456177771000 13.0 
41456273301435 41456244384000 13.0 
41456335552060 41456311156000 13.0 
41456391865893 41456377695000 16.0 
41456444703601 41456444383000 16.0 
41456511958560 41456511649000 18.0 
41456578017894 41456577746000 16.0 
41456644863685 41456644452000 15.0 
41456712328394 41456711419000 18.0 
41456778057852 41456777746000 16.0 
41456844706436 41456844407000 16.0 
41456911541852 41456911160000 20.0 
41456978023393 41456977695000 16.0 
41457044727352 41457044394000 13.0 
41457111548019 41457111167000 20.0 
41457178108685 41457177805000 20.0 
41457244674310 41457244357000 22.0 
41457312145852 41457311460000 23.0 
41457385812561 41457377762000 20.0 
41457446983103 41457446384000 23.0 
