#SysTm EventTmStmp Light
526959650592024 1379854124003196027 48.0 
526959777129487 1379854124130332257 26.0 
526959904307878 1379854124257437970 8.0 
526960031638872 1379854124384543683 2.0 
526960158939345 1379854124511710431 1.0 
526960667134065 1379854125020224835 2.0 
526960794251417 1379854125147330548 3.0 
526960921277205 1379854125274466779 5.0 
526961048730280 1379854125401633527 7.0 
526961176854804 1379854125529498405 6.0 
526961432127198 1379854125783801384 7.0 
526961812136354 1379854126164721794 9.0 
526961939894633 1379854126291870249 11.0 
526962192755917 1379854126546112192 9.0 
526962320086910 1379854126673278940 8.0 
526962457733790 1379854126800720346 13.0 
526962835942244 1379854127182342661 15.0 
526962957565927 1379854127309387338 14.0 
526963089200293 1379854127436279428 17.0 
526963211464905 1379854127563202036 15.0 
526963337758206 1379854127690399301 16.0 
526963469423092 1379854127817871225 11.0 
526963597944380 1379854127945155462 13.0 
526963720575237 1379854128072322210 15.0 
526963976396997 1379854128326655706 19.0 
526964109557381 1379854128453700384 24.0 
526964356192512 1379854128707850775 23.0 
526964483462463 1379854128835170111 18.0 
526964610213570 1379854128962275824 13.0 
526964736354268 1379854129089106878 9.0 
526964863013814 1379854129215998968 10.0 
526965119964829 1379854129470485052 18.0 
526965244548988 1379854129597438177 16.0 
526965373619643 1379854129724665960 20.0 
526965504918286 1379854129851741156 11.0 
526965628312150 1379854129978846869 19.0 
526965753201514 1379854130105922064 8.0 
526965880898752 1379854130233149847 10.0 
526966007527778 1379854130360255560 6.0 
526967029471924 1379854131378402228 7.0 
526967536476350 1379854131886794562 6.0 
526967793488406 1379854132141189094 5.0 
526968201698385 1379854132522445197 4.0 
526968424405543 1379854132776685457 5.0 
526968587109647 1379854132904004793 6.0 
526968805330310 1379854133157697420 7.0 
526968935713341 1379854133285352450 10.0 
526969063593701 1379854133412580233 8.0 
526969313341907 1379854133666517000 7.0 
526969575145661 1379854133920942049 8.0 
526969694938123 1379854134047895174 9.0 
526969821841833 1379854134174787264 11.0 
526969954269727 1379854134302228670 10.0 
526970099882422 1379854134429609041 9.0 
526970203315966 1379854134556165438 8.0 
526970333302230 1379854134683332186 6.0 
526970460511143 1379854134812024813 7.0 
526970588086299 1379854134938123446 11.0 
526970712365256 1379854135064893465 8.0 
526970839116362 1379854135191907625 25.0 
526970966294753 1379854135319043856 30.0 
526971093473146 1379854135446149569 26.0 
526971228312149 1379854135573621493 33.0 
526971347616285 1379854135700452547 27.0 
526971475374564 1379854135827588778 20.0 
526971606581644 1379854135955419003 25.0 
526971859961775 1379854136209844051 29.0 
526971985064783 1379854136336949764 30.0 
526972141390130 1379854136464116512 29.0 
526972237834505 1379854136590856014 33.0 
526972626053642 1379854136972875057 28.0 
526972748592937 1379854137099980770 37.0 
526972878518162 1379854137226903378 36.0 
526973010152528 1379854137354192196 41.0 
526973127808564 1379854137480809628 42.0 
526973255688924 1379854137608066204 38.0 
526973386773924 1379854137735477092 50.0 
526973518560892 1379854137862765911 45.0 
526973641283307 1379854137990024211 52.0 
526973768125975 1379854138117099407 35.0 
526973897166110 1379854138244052532 25.0 
526974022421718 1379854138371371868 16.0 
526974158573099 1379854138498477581 8.0 
526974272292006 1379854138624972942 7.0 
526974399104153 1379854138752109172 9.0 
526974529304062 1379854138879672649 6.0 
526974657550666 1379854139007083538 9.0 
526974909587901 1379854139261172893 8.0 
