2  3,1,1,1,85,-0.674672,0.000448,0.020256
2  3,2,1,2,12,-3.275393,-6.496541,0.124746
2  4,1,1,2,89,-1.385139,-1.843088,0.953905
3  4,1,3,2,89,-1.385139,-1.843088,0.953905
4  7,1,2,1,89,-1.385139,-1.843088,0.953905
5  8,1,1,1,82,-0.718156,-0.056573,0.094238
2  3  4,1,3,1,89,-1.385139,-1.843088,0.953905
3  4  5,1,3,1,29,-1.070209,-5.563436,0.190483
3  4  5,2,3,2,60,-1.394056,-1.299752,0.349823
3  4  7,1,3,1,89,-1.385139,-1.843088,0.953905
3  4  8,1,1,2,67,-1.387670,-1.618535,0.961359
4  5  8,1,4,4,86,-0.728182,-0.047367,0.076539
