#SysTm EventTmStmp Pressure
184967973420237 1379434631801765655 994.76324 
184967991091532 1379434632056055147 994.82324 
184968063241693 1379434632119165499 994.61334 
184968116621823 1379434632183649141 994.5834 
184968179371711 1379434632246362764 994.8632 
184968247371100 1379434632310510713 994.4934 
184968308900170 1379434632373529512 994.4335 
184968373328676 1379434632437524874 994.40344 
184968436383764 1379434632500635225 994.7932 
184968500354467 1379434632564600069 994.82324 
184968567621367 1379434632627801973 994.8932 
184968629394599 1379434632691675264 994.8632 
184968687902153 1379434632754877169 994.8932 
184968752025456 1379434632818842012 995.0931 
184968816270840 1379434632882043917 994.6433 
184968880455182 1379434632945947725 994.55334 
184968942319977 1379434633009180147 994.3735 
184969006321198 1379434633073114473 994.8532 
184969069773052 1379434633136316378 994.67334 
184969133316468 1379434633200250704 994.76324 
184969212760998 1379434633263391573 994.8632 
184969261715674 1379434633327386934 994.55334 
184969348179888 1379434633390619356 994.5234 
184969387734291 1379434633454553682 994.46344 
184969453414133 1379434633517755587 995.12305 
184969515828293 1379434633581720430 994.67334 
184969579066506 1379434633645104162 994.82324 
184969669162646 1379434633709069006 994.7932 
184969719093974 1379434633772240392 994.7932 
184969788039495 1379434633836174719 994.76324 
184969832355077 1379434633899315588 995.1531 
184969896264736 1379434633963310949 994.46344 
184969959411385 1379434634026482336 994.55334 
184970023443127 1379434634090447180 994.61334 
184970087108624 1379434634153618566 994.82324 
184970150529958 1379434634217552892 994.7932 
184970217735817 1379434634280754797 994.7932 
184970281065591 1379434634344750158 994.7932 
184970382881552 1379434634407891027 994.7932 
184970404856220 1379434634471839998 995.0131 
184970468063911 1379434634535011385 994.6433 
184970532065132 1379434634599037264 994.5834 
184970595181262 1379434634662147615 994.8532 
184970666934657 1379434634726142976 994.98315 
184970723244745 1379434634789314363 994.82324 
184970786788159 1379434634853279207 994.7932 
184970849629607 1379434634916420076 994.76324 
184970977418406 1379434634980415437 994.82324 
184970982637390 1379434635043525789 994.7033 
184971040595577 1379434635107490633 994.1836 
184971103742226 1379434635170692537 994.7033 
184971167743447 1379434635234657381 994.82324 
184971235285031 1379434635297859285 995.0631 
184971300537588 1379434635361854646 994.7932 
184971358526295 1379434635424964998 994.92316 
184971424602901 1379434635488960359 994.82324 
184971487657991 1379434635552101228 994.9531 
184971554985932 1379434635614418123 994.55334 
184971614256496 1379434635679206941 995.27295 
184971676579095 1379434635743202303 994.8532 
184971743082986 1379434635806404207 994.8932 
184971803604884 1379434635870308016 995.12305 
184971868826920 1379434635933540437 994.82324 
184971933835315 1379434635997474764 994.8832 
184971999667757 1379434636060646150 994.82324 
184972059182483 1379434636124851322 994.7932 
184972181843859 1379434636188053226 994.8832 
184972188008974 1379434636251957035 995.27295 
184972248103588 1379434636315128422 995.0131 
184972312104808 1379434636379093265 995.0131 
184972375251459 1379434636442264652 994.6433 
184972439405281 1379434636506321049 994.76324 
184972502612972 1379434636569461918 995.243 
184972566522633 1379434636633396244 994.82324 
184972632019351 1379434636696598148 994.82324 
184972693517903 1379434636760532474 994.98315 
184972791976623 1379434636822757816 994.8832 
184972820970976 1379434636887668705 995.0631 
184972883873465 1379434636950821886 994.6433 
184972948240929 1379434637014756212 994.82324 
184973015568871 1379434637077927598 995.213 
184973088512561 1379434637141953477 994.67334 
184973141587488 1379434637205124864 994.9531 
184973230645935 1379434637269089708 994.82324 
184973266507372 1379434637332230577 994.8532 
184973361242607 1379434637396225938 994.8532 
184973392434428 1379434637459366807 994.76324 
184973456405129 1379434637523301134 994.82324 
184973521627165 1379434637586503038 994.61334 
184973587093363 1379434637650498399 995.12305 
184973648042547 1379434637713639268 994.6433 
184973710945035 1379434637777634630 994.8532 
184973774396888 1379434637840806016 994.82324 
184973838001345 1379434637904770860 994.8532 
184973968414895 1379434637967942247 994.8832 
184973973572838 1379434638031601915 994.55334 
184974028204306 1379434638095047960 994.67334 
184974092175005 1379434638158982286 994.7033 
184974155260615 1379434638222123155 994.7033 
184974219902763 1379434638286179552 994.92316 
184974282622128 1379434638349350938 994.8532 
184974346409708 1379434638413254747 994.8532 
184974412852557 1379434638476456651 994.76324 
