#SysTm EventTmStmp Grav:x Grav:y Grav:z
184967961212088 1379434631790504669 -0.049060848 0.101535305 9.806002 
184967977235284 1379434631853676056 -0.04676646 0.10617621 9.8059635 
184967984193928 1379434632044794161 -0.05015296 0.109786324 9.805907 
184968059426646 1379434632107965547 -0.052533146 0.113301106 9.805855 
184968107496232 1379434632171930391 -0.054339297 0.11701192 9.805801 
184968171253292 1379434632235101778 -0.054476198 0.119052544 9.805776 
184968237116255 1379434632299249727 -0.053829357 0.11941779 9.805776 
184968300873312 1379434632362268526 -0.051621452 0.11756143 9.805809 
184968366614194 1379434632426233370 -0.04981955 0.11552322 9.805843 
184968429882925 1379434632489404756 -0.04826361 0.11544737 9.805852 
184968491595120 1379434632553339083 -0.043848347 0.11352682 9.805895 
184968554589168 1379434632616571504 -0.043506768 0.11134123 9.805922 
184968622954801 1379434632680475313 -0.042802095 0.11348767 9.8059 
184968680607785 1379434632743646700 -0.044133954 0.1124403 9.805906 
184968743968077 1379434632807581026 -0.044036217 0.11236438 9.805907 
184968807328371 1379434632870782930 -0.04367124 0.11350879 9.805896 
184968875449841 1379434632934747774 -0.04733587 0.1139699 9.805874 
184968933835314 1379434632997919161 -0.05519155 0.11601217 9.805808 
184968997317688 1379434633061884004 -0.058527645 0.115701236 9.805793 
184969062112439 1379434633125055391 -0.059911434 0.11288414 9.805818 
184969124618162 1379434633189020235 -0.058191884 0.11062619 9.805853 
184969206504322 1379434633252191622 -0.063628174 0.10959834 9.805832 
184969253902459 1379434633316125948 -0.065625384 0.108554795 9.80583 
184969341434886 1379434633379327852 -0.066265136 0.11071317 9.805801 
184969380775646 1379434633443292696 -0.06175983 0.11119152 9.805825 
184969445539877 1379434633506494600 -0.058758404 0.11372663 9.805815 
184969508350802 1379434633570459444 -0.05863765 0.11495903 9.805801 
184969571985780 1379434633633843176 -0.06055088 0.11588799 9.8057785 
184969662814409 1379434633697808019 -0.06342036 0.119071856 9.805722 
184969710853474 1379434633760979406 -0.064794995 0.11976356 9.805705 
184969783278317 1379434633824913732 -0.062569655 0.11674245 9.805756 
184969827014012 1379434633888085119 -0.059005354 0.11261023 9.805826 
184969888726204 1379434633952049963 -0.057121895 0.10917951 9.805876 
184969952086496 1379434634015221349 -0.06129598 0.11047654 9.805837 
184970014622739 1379434634079186193 -0.058819693 0.111989364 9.805834 
184970078776562 1379434634142357580 -0.050817337 0.10741736 9.80593 
184970142136855 1379434634206322424 -0.05078219 0.10803083 9.805923 
184970209464797 1379434634269493810 -0.06078275 0.11350081 9.805805 
184970272794569 1379434634333458654 -0.06917337 0.11864598 9.805689 
184970378883383 1379434634396660558 -0.07215964 0.12041258 9.805645 
184970396402077 1379434634460579012 -0.072414294 0.11991777 9.80565 
184970459304564 1379434634523750398 -0.07088851 0.117053956 9.805696 
184970523275265 1379434634587715242 -0.070649624 0.11720423 9.805696 
184970586421915 1379434634650886629 -0.07391137 0.11868004 9.805654 
184970653200489 1379434634714881990 -0.0776637 0.12031546 9.805605 
184970716743906 1379434634778053377 -0.0803224 0.12252505 9.805556 
184970778303496 1379434634842018221 -0.0820767 0.12162793 9.8055525 
184970843189809 1379434634905159090 -0.0861286 0.1219245 9.805514 
184970972352024 1379434634969154451 -0.09108768 0.126656 9.805409 
184970980104199 1379434635032295320 -0.09110994 0.12884805 9.805381 
184971033606411 1379434635096229646 -0.08830788 0.12734553 9.805426 
184971095074441 1379434635159431551 -0.09065939 0.12602063 9.805422 
184971158953580 1379434635223396394 -0.09491398 0.12731954 9.805365 
